run,split,model,kernel,cell_line,environment,n_test,n_clean,n_leaked,frac_leaked,aligned,old_R2,leak_controlled_R2,leak_controlled_MAE,leaked_subset_R2
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_dnase_rrbs_seed_45|kernel_5,2513,1587,926,0.3685,True,0.12129010491590153,0.04729837552301497,0.12494484017145557,0.2771763602820756
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_dnase_rrbs_seed_45|kernel_7,2513,1587,926,0.3685,True,0.14529545828854984,0.03658696719965404,0.12349155446257089,0.3537111293553532
mixed_cnn_sequence_ctcf_dnase_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_dnase_seed_42|kernel_3,2513,1638,875,0.3482,True,0.0820272937659976,-0.017212598302158932,0.12688583584367522,0.1558956167495853
mixed_cnn_sequence_ctcf_dnase_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_dnase_seed_42|kernel_5,2513,1638,875,0.3482,True,0.17034299430231747,0.021661333487535073,0.12334557307810745,0.37588496054594367
mixed_cnn_sequence_ctcf_dnase_seed_42_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_dnase_seed_42|kernel_7,2513,1638,875,0.3482,True,0.17970290189716065,0.03358617081118731,0.12405841439678877,0.3673137687834169
mixed_cnn_sequence_ctcf_dnase_seed_43_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_dnase_seed_43|kernel_3,2513,1618,895,0.3561,True,0.08783819957391903,0.045147904515025705,0.1230181113105686,0.09186895809292439
mixed_cnn_sequence_ctcf_dnase_seed_43_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_dnase_seed_43|kernel_5,2513,1618,895,0.3561,True,0.1355958714298363,0.07790450121296955,0.12012078684826946,0.18619026046347753
mixed_cnn_sequence_ctcf_dnase_seed_43_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_dnase_seed_43|kernel_7,2513,1618,895,0.3561,True,0.17059467382781157,-0.08160749275879753,0.12772782072960445,0.4723206724806238
mixed_cnn_sequence_ctcf_dnase_seed_44_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_dnase_seed_44|kernel_3,2513,1582,931,0.3705,True,0.10309671124746589,0.012760632644777115,0.12415048470379268,0.14948202941059896
mixed_cnn_sequence_ctcf_dnase_seed_44_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_dnase_seed_44|kernel_5,2513,1582,931,0.3705,True,0.13019014129164797,0.04618067232288381,0.12125484654955752,0.22402689441235957
mixed_cnn_sequence_ctcf_dnase_seed_44_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_dnase_seed_44|kernel_7,2513,1582,931,0.3705,True,0.13658129155866972,-0.023349709258948304,0.12053869206788874,0.3847447313798287
mixed_cnn_sequence_ctcf_dnase_seed_45_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_dnase_seed_45|kernel_3,2513,1587,926,0.3685,True,0.06539647472152454,0.056424671882032706,0.12463047365601765,0.10577249185688653
mixed_cnn_sequence_ctcf_dnase_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_dnase_seed_45|kernel_5,2513,1587,926,0.3685,True,0.1299757413965721,0.07487616815313303,0.1210753460126654,0.27403950114379816
mixed_cnn_sequence_ctcf_dnase_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_dnase_seed_45|kernel_7,2513,1587,926,0.3685,True,0.16827260309490122,-0.04725180623370706,0.12524718576943922,0.5256317619778252
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_rrbs_seed_42|kernel_3,2513,1638,875,0.3482,True,0.07686940075787352,0.018644206465777136,0.12606961487297924,0.1251638932118816
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_rrbs_seed_42|kernel_5,2513,1638,875,0.3482,True,0.15706946712029268,-0.05289524126408973,0.12753242414648353,0.4729698835066066
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_42_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_rrbs_seed_42|kernel_7,2513,1638,875,0.3482,True,0.14771728982111254,0.028772517092065297,0.12319219096577533,0.3388911371538387
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_43_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_rrbs_seed_43|kernel_3,2513,1618,895,0.3561,True,0.08734918920420243,0.050190088202413,0.12273789982107539,0.10566667503760196
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_43_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_rrbs_seed_43|kernel_5,2513,1618,895,0.3561,True,0.16464543460400893,0.03987810886823007,0.12030007737360938,0.311913541747312
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_43_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_rrbs_seed_43|kernel_7,2513,1618,895,0.3561,True,0.16733757494164536,-0.03152076952913796,0.12561819475309022,0.4942624850666385
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_44_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_rrbs_seed_44|kernel_3,2513,1582,931,0.3705,True,0.10704400355348309,0.004655994212373393,0.12423558353438684,0.13087208368529635
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_44_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_rrbs_seed_44|kernel_5,2513,1582,931,0.3705,True,0.1473190888497623,0.01425238891183811,0.12112976867977243,0.2934546264686856
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_44_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_rrbs_seed_44|kernel_7,2513,1582,931,0.3705,True,0.1632406016681558,-0.0537497731043739,0.124409235228445,0.480454763242102
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_45_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_rrbs_seed_45|kernel_3,2513,1587,926,0.3685,True,0.06919973734378071,0.031472470654795415,0.12529112686962823,0.1293268103517764
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_rrbs_seed_45|kernel_5,2513,1587,926,0.3685,True,0.12224092318491275,0.022295329629456018,0.12262418186017644,0.2690448248309386
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_rrbs_seed_45|kernel_7,2513,1587,926,0.3685,True,0.1510609633187806,0.0547939304174605,0.12111509090239446,0.3447388733546186
mixed_cnn_sequence_ctcf_h3k4me3_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_seed_42|kernel_3,2513,1638,875,0.3482,True,0.07151860625655715,0.04452896268054196,0.1252135684260928,0.10644647039628474
mixed_cnn_sequence_ctcf_h3k4me3_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_seed_42|kernel_5,2513,1638,875,0.3482,True,0.15185993250126573,-0.025557413857824507,0.12458205371669108,0.42834853487660385
mixed_cnn_sequence_ctcf_h3k4me3_seed_42_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_seed_42|kernel_7,2513,1638,875,0.3482,True,0.15431433894014535,-0.04538118437997851,0.12657533405490842,0.45480321303005344
mixed_cnn_sequence_ctcf_h3k4me3_seed_43_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_seed_43|kernel_3,2513,1618,895,0.3561,True,0.09355829653622982,0.03719677005631927,0.1240199936776885,0.11532759596898623
mixed_cnn_sequence_ctcf_h3k4me3_seed_43_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_seed_43|kernel_5,2513,1618,895,0.3561,True,0.12792766532774769,0.0796438166311193,0.12066820271971569,0.2022971506239717
mixed_cnn_sequence_ctcf_h3k4me3_seed_43_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_seed_43|kernel_7,2513,1618,895,0.3561,True,0.15269575509621425,0.06889588003137226,0.11798055413504326,0.2853990124876289
mixed_cnn_sequence_ctcf_h3k4me3_seed_44_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_seed_44|kernel_3,2513,1582,931,0.3705,True,0.1039513376756993,-0.011453756307969076,0.12502110024740834,0.1695675352812327
mixed_cnn_sequence_ctcf_h3k4me3_seed_44_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_seed_44|kernel_5,2513,1582,931,0.3705,True,0.13814862121502935,0.06578353023331818,0.11918147615132743,0.23108398423671606
mixed_cnn_sequence_ctcf_h3k4me3_seed_44_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_seed_44|kernel_7,2513,1582,931,0.3705,True,0.15415116463026457,-0.02118066657970119,0.12343835270632111,0.3506940945736543
mixed_cnn_sequence_ctcf_h3k4me3_seed_45_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_h3k4me3_seed_45|kernel_3,2513,1587,926,0.3685,True,0.06942776890982283,0.057801167572635204,0.1242957018916824,0.09776843406329938
mixed_cnn_sequence_ctcf_h3k4me3_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_h3k4me3_seed_45|kernel_5,2513,1587,926,0.3685,True,0.12197492233543306,-0.007069617441367582,0.12377476630882167,0.36527632651371245
mixed_cnn_sequence_ctcf_h3k4me3_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_h3k4me3_seed_45|kernel_7,2513,1587,926,0.3685,True,0.15868717333333648,-0.011409794019541453,0.12510517208071834,0.4811781465587005
mixed_cnn_sequence_ctcf_rrbs_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_rrbs_seed_42|kernel_3,2513,1638,875,0.3482,True,0.06951897342203173,0.04701301789017076,0.1247274878278022,0.10452794659630771
mixed_cnn_sequence_ctcf_rrbs_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_rrbs_seed_42|kernel_5,2513,1638,875,0.3482,True,0.1641413566566946,0.01218873398575926,0.12252907525148962,0.35524429196904195
mixed_cnn_sequence_ctcf_rrbs_seed_42_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_rrbs_seed_42|kernel_7,2513,1638,875,0.3482,True,0.16067462485663908,0.022170206840468,0.12425701806589744,0.36779226899723916
mixed_cnn_sequence_ctcf_rrbs_seed_43_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_rrbs_seed_43|kernel_3,2513,1618,895,0.3561,True,0.08865964879795663,0.02232033898394792,0.12360680855407911,0.11138650248586202
mixed_cnn_sequence_ctcf_rrbs_seed_43_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_rrbs_seed_43|kernel_5,2513,1618,895,0.3561,True,0.13810625833141355,0.07232003746194338,0.12044104872713227,0.23304506120457857
mixed_cnn_sequence_ctcf_rrbs_seed_43_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_rrbs_seed_43|kernel_7,2513,1618,895,0.3561,True,0.17838533017615088,-0.04224749240562864,0.12615168993850434,0.4585865207888127
mixed_cnn_sequence_ctcf_rrbs_seed_44_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_rrbs_seed_44|kernel_3,2513,1582,931,0.3705,True,0.1019487854066109,-0.015834346702037427,0.12424743601226296,0.166356025759417
mixed_cnn_sequence_ctcf_rrbs_seed_44_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_rrbs_seed_44|kernel_5,2513,1582,931,0.3705,True,0.13020951547037052,0.06346606081527573,0.11962047753565107,0.21844498174266935
mixed_cnn_sequence_ctcf_rrbs_seed_44_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_rrbs_seed_44|kernel_7,2513,1582,931,0.3705,True,0.1447037212291209,-0.0177571767549487,0.12230241716902655,0.3864240251534632
mixed_cnn_sequence_ctcf_rrbs_seed_45_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_rrbs_seed_45|kernel_3,2513,1587,926,0.3685,True,0.07045418591550878,0.05432759854639302,0.12437085396477632,0.10112881703357401
mixed_cnn_sequence_ctcf_rrbs_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_rrbs_seed_45|kernel_5,2513,1587,926,0.3685,True,0.12910763202954822,0.05703640758992279,0.12107526608827976,0.26651310336939515
mixed_cnn_sequence_ctcf_rrbs_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_rrbs_seed_45|kernel_7,2513,1587,926,0.3685,True,0.1635220168403273,0.013594496440976322,0.12147896952306239,0.44598257881635295
mixed_cnn_sequence_ctcf_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_seed_42|kernel_3,2513,1638,875,0.3482,True,0.07376615521257268,0.031675480170549775,0.12418211702804641,0.10250872630156715
mixed_cnn_sequence_ctcf_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_seed_42|kernel_5,2513,1638,875,0.3482,True,0.15464494595883638,-0.0249972715145943,0.12323769359092795,0.4297113185988718
mixed_cnn_sequence_ctcf_seed_42_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_seed_42|kernel_7,2513,1638,875,0.3482,True,0.1612351268313602,0.05674725054158514,0.12170894116724053,0.2975640968900445
mixed_cnn_sequence_ctcf_seed_43_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_seed_43|kernel_3,2513,1618,895,0.3561,True,0.08520339061669469,0.04722026592359552,0.12191058730562422,0.09263654756902051
mixed_cnn_sequence_ctcf_seed_43_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_seed_43|kernel_5,2513,1618,895,0.3561,True,0.1459113481255545,0.028558337033097736,0.12035823641563659,0.30947936030869894
mixed_cnn_sequence_ctcf_seed_43_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_seed_43|kernel_7,2513,1618,895,0.3561,True,0.12287269265909173,-0.028363982056285986,0.12635230363133498,0.38667900810660516
mixed_cnn_sequence_ctcf_seed_44_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_seed_44|kernel_3,2513,1582,931,0.3705,True,0.098411330528835,-0.0001268579393209901,0.12485208523476612,0.12376081796851357
mixed_cnn_sequence_ctcf_seed_44_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_seed_44|kernel_5,2513,1582,931,0.3705,True,0.15476687905161934,0.03529042413349093,0.12075077123982302,0.2686625714647317
mixed_cnn_sequence_ctcf_seed_44_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_seed_44|kernel_7,2513,1582,931,0.3705,True,0.14988346317007573,-0.011590617459921182,0.12408690464690264,0.3394922396892375
mixed_cnn_sequence_ctcf_seed_45_kernel_3,mixed,cnn,3,mixed,sequence_ctcf_seed_45|kernel_3,2513,1587,926,0.3685,True,0.06891576481035777,0.054308248451402585,0.12495433528802771,0.10061821718142638
mixed_cnn_sequence_ctcf_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_ctcf_seed_45|kernel_5,2513,1587,926,0.3685,True,0.12129779190589185,0.06014141435108877,0.12102837160182735,0.2590895037875307
mixed_cnn_sequence_ctcf_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_ctcf_seed_45|kernel_7,2513,1587,926,0.3685,True,0.16942188903155886,-0.07218210776925349,0.12574344335356016,0.4608632892622684
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_dnase_h3k4me3_rrbs_seed_42|kernel_3,2513,1638,875,0.3482,True,0.06697352157945191,0.04059196074970506,0.12641005405490843,0.09732452333426489
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_dnase_h3k4me3_rrbs_seed_42|kernel_5,2513,1638,875,0.3482,True,0.15892715874616892,0.04466509379511163,0.1222683084321978,0.31614281686131374
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_42_kernel_7,mixed,cnn,7,mixed,sequence_dnase_h3k4me3_rrbs_seed_42|kernel_7,2513,1638,875,0.3482,True,0.14747198903905656,0.02156022211727493,0.12450440944562881,0.31757130091451147
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_43_kernel_3,mixed,cnn,3,mixed,sequence_dnase_h3k4me3_rrbs_seed_43|kernel_3,2513,1618,895,0.3561,True,0.09032516808443347,0.013500636038847103,0.1250007572314586,0.13988918988459675
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_43_kernel_5,mixed,cnn,5,mixed,sequence_dnase_h3k4me3_rrbs_seed_43|kernel_5,2513,1618,895,0.3561,True,0.1463278289796467,0.05028741083264532,0.11882327323269469,0.29798945849049796
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_43_kernel_7,mixed,cnn,7,mixed,sequence_dnase_h3k4me3_rrbs_seed_43|kernel_7,2513,1618,895,0.3561,True,0.16032636805482414,0.00927056112905078,0.12309061924629174,0.40455747975015455
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_44_kernel_3,mixed,cnn,3,mixed,sequence_dnase_h3k4me3_rrbs_seed_44|kernel_3,2513,1582,931,0.3705,True,0.08499113540405612,-0.004733025822364789,0.12398283318672565,0.11385422128252864
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_44_kernel_5,mixed,cnn,5,mixed,sequence_dnase_h3k4me3_rrbs_seed_44|kernel_5,2513,1582,931,0.3705,True,0.16160339528697987,0.006027797137228119,0.12341967441934261,0.3316575602878794
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_44_kernel_7,mixed,cnn,7,mixed,sequence_dnase_h3k4me3_rrbs_seed_44|kernel_7,2513,1582,931,0.3705,True,0.13157728612172015,0.01528199728693136,0.1214581108289507,0.2683956173983494
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_45_kernel_3,mixed,cnn,3,mixed,sequence_dnase_h3k4me3_rrbs_seed_45|kernel_3,2513,1587,926,0.3685,True,0.05904404483908243,0.03846148388109194,0.1253233075942659,0.06896139903881038
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_45_kernel_5,mixed,cnn,5,mixed,sequence_dnase_h3k4me3_rrbs_seed_45|kernel_5,2513,1587,926,0.3685,True,0.1428178159843303,-0.03925723605287046,0.1249227660252678,0.4137177680709492
mixed_cnn_sequence_dnase_h3k4me3_rrbs_seed_45_kernel_7,mixed,cnn,7,mixed,sequence_dnase_h3k4me3_rrbs_seed_45|kernel_7,2513,1587,926,0.3685,True,0.14202708287063104,-0.05409404244718696,0.12399138197989917,0.42753662167210393
mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_3,mixed,cnn,3,mixed,sequence_dnase_h3k4me3_seed_42|kernel_3,2513,1638,875,0.3482,True,0.06986043008940024,0.012456214597633353,0.12562292388396826,0.1120189908972461
mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_5,mixed,cnn,5,mixed,sequence_dnase_h3k4me3_seed_42|kernel_5,2513,1638,875,0.3482,True,0.1441291490128238,0.06282647166461519,0.12167509225393162,0.25291912313452447
