batch,run,split,dataset,model,model_label,cell_line,random_seed,n_train,n_valid,n_test,test_r2,test_pearson,test_spearman,test_rmse,test_mae,test_mse,valid_r2,r2,divergent
ultimate_run,all_cnn_all_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,0.04400624318912938,0.22057774347401513,0.24933159615901318,0.11095603718403302,0.0867598974020337,0.012311242187584519,0.08534484659273955,0.04400624318912938,False
ultimate_run,all_cnn_all_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,0.028899077928038586,0.1996967064198297,0.1938347481456822,0.1118292964485618,0.08783779453812796,0.012505791544180316,0.09335816487318027,0.028899077928038586,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.04128921243014261,0.2066454726015766,0.19490339044956775,0.1681401212292792,0.13490862976013643,0.02827110036699671,0.04643876071542685,0.04128921243014261,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.07517895862511359,0.2761540099452163,0.28561152191332717,0.16514156661970117,0.1319539784034931,0.027271737025609196,0.052452136351153866,0.07517895862511359,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hct116,42,7003,1240,4239,0.07089006269047937,0.27951414898829374,0.2846408225630734,0.16552404912009247,0.13444140622721495,0.027398210837110783,0.048067902320134914,0.07089006269047937,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hek293t,42,12270,2144,2333,-0.23097418528954372,-0.12802738529313035,-0.08068569974744078,0.13291477461200266,0.10653512077497863,0.017666337310159468,0.06274974863804028,-0.23097418528954372,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hek293t,42,12270,2144,2333,-0.4173102473211334,-0.12312999627370501,-0.09975973839853268,0.14262026859251695,0.11333418679828813,0.020340541013401676,0.11681758869709347,-0.4173102473211334,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hek293t,42,12270,2144,2333,-0.3849125221166556,-0.16085629314492325,-0.14445805173381457,0.14098079572406777,0.11260985402470998,0.019875584762991328,0.11362275041865633,-0.3849125221166556,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hela,42,3707,655,8101,-0.03703091985894358,-0.05660759780020861,-0.04471070617796252,0.18542637708486306,0.1459777411797683,0.034382941318817827,0.058047261142868956,-0.03703091985894358,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hela,42,3707,655,8101,-0.02213897560252076,0.01783091489145708,0.01479722906096296,0.184090185249922,0.14549183724715592,0.033889196305350595,0.04830648144527783,-0.02213897560252076,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hela,42,3707,655,8101,-0.022733836142480257,0.03912818489651742,0.035877624221793324,0.18414374551006615,0.1448914437162599,0.033908919010476005,0.028971915529811043,-0.022733836142480257,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hl60,42,12313,2186,2076,-0.0036728120274953646,0.15125996183189608,0.1280238246470394,0.11368927300217614,0.08903044617693577,0.012925250795763338,0.06050901592956315,-0.0036728120274953646,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,0.0031309262294436646,0.2020358046383728,0.23138311269536468,0.11330327699448434,0.08777138143365122,0.012837632577688843,0.0855917238537921,0.0031309262294436646,False
ultimate_run,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,0.051995188365818956,0.2580514213871214,0.27315405937920334,0.11049145184627826,0.08549521322701277,0.012208360931098429,0.09753426756462635,0.051995188365818956,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.03553936836412097,0.20601944999718727,0.21465188856213346,0.1686435755882413,0.13406220928101753,0.02844065558718686,0.04068507699186086,0.03553936836412097,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.06644581601992228,0.26325419939212324,0.2752746240958735,0.16591945556286936,0.13424889575295526,0.027529265734278982,0.054603150892235885,0.06644581601992228,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hct116_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hct116,42,7003,1240,4239,0.07655758459081263,0.2842216217666984,0.29858569878184704,0.1650184328722436,0.13436033045744383,0.02723108318761117,0.04645829048435446,0.07655758459081263,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hek293t_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hek293t,42,12270,2144,2333,-0.262964602856248,-0.10928069583193244,-0.06401179697122228,0.1346307843001394,0.10794252607343895,0.018125448081270656,0.06780887154559212,-0.262964602856248,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hek293t_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hek293t,42,12270,2144,2333,-0.3209298330146375,-0.1410943983297842,-0.11183463514901736,0.13768564418094376,0.11129451997376949,0.01895733661352145,0.10442165496577194,-0.3209298330146375,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hek293t_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hek293t,42,12270,2144,2333,-0.3188588845293028,-0.11193962080729335,-0.06576137919376103,0.13757767034421067,0.10993628928647806,0.018927615377340303,0.10922548592627024,-0.3188588845293028,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hela_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hela,42,3707,655,8101,-0.035326498724135735,-0.03071655266929474,-0.024210217857774045,0.18527393485951626,0.1455135783411636,0.03432643093832828,0.042150551593101104,-0.035326498724135735,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hela_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hela,42,3707,655,8101,-0.022949375511220893,0.012031703499552444,0.011447309714459206,0.1841631484741224,0.1449289304539829,0.033916065255901656,0.04256840800256423,-0.022949375511220893,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hela_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hela,42,3707,655,8101,-0.03179474349609035,0.014287576043447667,0.008633839897276254,0.18495765725359786,0.14345748047714785,0.03420933497673938,0.030876467810321828,-0.03179474349609035,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hl60_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hl60,42,12313,2186,2076,-0.03816350123540424,0.10272439868364364,0.08167901833009336,0.11562620919570793,0.09086127800019979,0.013369420252969614,0.0664605437395428,-0.03816350123540424,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,0.009642954815461957,0.20776220299800763,0.21486344245357095,0.11293259486481023,0.08887095757004641,0.012753770982899364,0.08094351678797262,0.009642954815461957,False
ultimate_run,all_cnn_sequence_ctcf_dnase_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,0.0029957567612477476,0.18457896636068166,0.15113864010662767,0.1133109583565478,0.08792124003591824,0.012839373283679309,0.09894408921788633,0.0029957567612477476,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.04683599759147805,0.2168704390975881,0.2290227011086089,0.16765301393841933,0.13538734243283324,0.02810753308263583,0.04161155772165481,0.04683599759147805,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.08535386976506432,0.29702791395812844,0.29807340511372526,0.16423060764952754,0.13284854868594415,0.026971692488933052,0.050612457655443865,0.08535386976506432,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hct116_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hct116,42,7003,1240,4239,0.08064752390660812,0.31444957871375817,0.3136877541099124,0.16465259287666723,0.12954790287347354,0.027110476341009524,0.04552422683043145,0.08064752390660812,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hek293t_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hek293t,42,12270,2144,2333,-0.28704779982098416,-0.14023946286704442,-0.08989130850110041,0.13590834523086137,0.1109363285627454,0.018471078303391,0.065165694782085,-0.28704779982098416,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hek293t_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hek293t,42,12270,2144,2333,-0.4959393492852109,-0.12237732801992779,-0.10199530445999337,0.14652299236431165,0.11469371658835706,0.021468987291392128,0.10304348514412143,-0.4959393492852109,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hek293t_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hek293t,42,12270,2144,2333,-0.5279979127271694,-0.19947352480368796,-0.1783588437626688,0.1480846921820653,0.11899626678980782,0.021929076058657033,0.12178804102716045,-0.5279979127271694,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hela_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hela,42,3707,655,8101,-0.03356827481867408,-0.04535301195178234,-0.039648185591617945,0.1851165490105579,0.14696240860730725,0.034268136717578286,0.04633013182273793,-0.03356827481867408,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hela_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hela,42,3707,655,8101,-0.02793841142704956,0.0100642634103641,0.0065904070145644325,0.1846116941401145,0.14695378645441157,0.03408147761328319,0.045057998398195576,-0.02793841142704956,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hela_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hela,42,3707,655,8101,-0.017052268196153797,0.044007717404537905,0.04081864331493259,0.183631548576591,0.14492898300260318,0.033720545632636906,0.028893646019948704,-0.017052268196153797,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hl60_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hl60,42,12313,2186,2076,-0.02079145444302455,0.11773140282933128,0.07583184822774403,0.11465471581929229,0.09012780967751709,0.013145703859602675,0.0630083025894077,-0.02079145444302455,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,0.040805475061062135,0.24169139460948197,0.25268635609543677,0.11114162823843954,0.08570157595585336,0.0123524615274915,0.09386157952772112,0.040805475061062135,False
ultimate_run,all_cnn_sequence_ctcf_dnase_rrbs_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,0.06842049019377405,0.28336027563268545,0.30175499861201394,0.10953007200951742,0.0846348254123132,0.011996836674410071,0.09256905196743848,0.06842049019377405,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.036599156327575044,0.20329292818170527,0.22085764547965367,0.16855089396361503,0.13360885035934805,0.0284094038559338,0.05059929245161365,0.036599156327575044,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.06482071074755391,0.2690320957236647,0.28317150821959963,0.1660638067664194,0.13566344138033687,0.027577187917754688,0.051342304192713795,0.06482071074755391,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hct116_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hct116,42,7003,1240,4239,0.08593306709906157,0.30253739194031026,0.3126903829621168,0.16417860010766713,0.13367609078938622,0.026954612733313277,0.0518006096803062,0.08593306709906157,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hek293t_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hek293t,42,12270,2144,2333,-0.2987209112122722,-0.12921924811323046,-0.09753843832854368,0.13652327665487643,0.11030234136980743,0.01863860506858393,0.07248528817589206,-0.2987209112122722,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hek293t_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hek293t,42,12270,2144,2333,-0.32046055906521986,-0.14660930022007798,-0.11069037737972112,0.13766118488569098,0.10939431672558936,0.0189506018241324,0.11355850277815449,-0.32046055906521986,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hek293t_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hek293t,42,12270,2144,2333,-0.4588366955547998,-0.15613290105323774,-0.14276400231756706,0.14469453416107406,0.1163120140164669,0.020936508216090225,0.12547275034409577,-0.4588366955547998,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hela_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hela,42,3707,655,8101,-0.029646361038806024,-0.014098213732372892,-0.008806801601764894,0.18476499933981652,0.1448597119574547,0.0341381049810424,0.046453188635177556,-0.029646361038806024,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hela_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hela,42,3707,655,8101,-0.021191043096395523,0.003699488065261084,0.007683409450202072,0.18400480275662573,0.14551467065826765,0.033857767437504745,0.04874979148574066,-0.021191043096395523,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hela_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hela,42,3707,655,8101,-0.03111355816398187,0.026320712928303923,0.021817694753944333,0.18489659314884416,0.14328866350028335,0.0341867501580492,0.027172522861786175,-0.03111355816398187,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hl60_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hl60,42,12313,2186,2076,-0.030278505279141,0.11030416036512206,0.08171052023733756,0.11518627370310348,0.0901571391105494,0.01326787764960627,0.06024623136159324,-0.030278505279141,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,0.04395827969978372,0.2310577121228089,0.2500279034489984,0.11095882055574446,0.08659866456254628,0.0123118598591219,0.08568498240323286,0.04395827969978372,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,0.03629476288017608,0.24098145297177795,0.2462582780329798,0.11140264927139,0.08701743974811568,0.012410550264684331,0.09534649586375388,0.03629476288017608,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.04241324859705031,0.20765861808146743,0.21575841452828598,0.16804152475520476,0.13502660438355196,0.028237954042054095,0.035705759409971005,0.04241324859705031,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.06976820618608204,0.26941046935045887,0.2843414574308398,0.16562395022072687,0.1314422272445959,0.027431292886717817,0.05125702229067075,0.06976820618608204,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hct116_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hct116,42,7003,1240,4239,0.08059107460680603,0.2873370951889756,0.29558628820079014,0.1646576477283976,0.13166183216735983,0.027112140955449084,0.04923130668154929,0.08059107460680603,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hek293t,42,12270,2144,2333,-0.24306289543341553,-0.13090429380878368,-0.08694789051734594,0.13356582101968226,0.10744325624857907,0.017839828544661797,0.06402402209671554,-0.24306289543341553,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hek293t,42,12270,2144,2333,-0.3982013275983285,-0.12977026004534045,-0.114935200545908,0.14165556528686363,0.11286409768809641,0.02006629917674088,0.10078447774175703,-0.3982013275983285,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hek293t,42,12270,2144,2333,-0.3921994416279133,-0.15433227098054617,-0.13324452789013919,0.14135120464711187,0.11347342997412542,0.0199801630551897,0.11716883640065767,-0.3921994416279133,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hela_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hela,42,3707,655,8101,-0.03052550043630764,-0.026098538744394467,-0.024226440105137113,0.18484386114056794,0.1452900307953557,0.034167253001353565,0.04648469755008677,-0.03052550043630764,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hela_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hela,42,3707,655,8101,-0.056731766563822505,-0.0013069946460205531,-0.0005058002440659552,0.18717939612330806,0.14537655133530625,0.03503612633308627,0.051518929570258054,-0.056731766563822505,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hela_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hela,42,3707,655,8101,0.002394393954284424,0.08579843572368834,0.0803310016320773,0.18186750163698123,0.14508221244514768,0.033075788151677374,0.031403610903594226,0.002394393954284424,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hl60_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hl60,42,12313,2186,2076,0.004530061042747224,0.14983106623199227,0.15197262119225058,0.11322373684888828,0.08839175506783847,0.012819614586026302,0.058922790302257,0.004530061042747224,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,-0.0055625443855027434,0.19086662598668838,0.18376069574566822,0.11379625072603092,0.08841233360733629,0.012949586679301692,0.08651916312696206,-0.0055625443855027434,False
ultimate_run,all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,0.07818732427460273,0.2892808357023492,0.3050412919776988,0.10895439343629809,0.08448456350250999,0.011871059849071636,0.09298574388011904,0.07818732427460273,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.04626197342894245,0.21658682823205505,0.21244434596952516,0.16770348919548492,0.1344070145791863,0.02812446028834013,0.043126298760668313,0.04626197342894245,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.06258266564477155,0.27020581927502557,0.28494009348058275,0.16626239766703807,0.13234600730590196,0.02764318487799231,0.053118402850114044,0.06258266564477155,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hct116_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hct116,42,7003,1240,4239,0.08027502385549268,0.28780481869176355,0.30605666790508385,0.16468594618208202,0.13061794395726253,0.027121460869887613,0.05347907338148705,0.08027502385549268,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hek293t_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hek293t,42,12270,2144,2333,-0.23953364603004057,-0.14835436646504752,-0.08130848361299364,0.13337607915020022,0.107602598376339,0.017789178489480476,0.07068433568634291,-0.23953364603004057,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hek293t_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hek293t,42,12270,2144,2333,-0.33564804349857913,-0.11735244008710517,-0.08454829956248427,0.13845058738145882,0.11052756572754609,0.019168565146270963,0.11141770903136161,-0.33564804349857913,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hek293t_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hek293t,42,12270,2144,2333,-0.4041041201358444,-0.15658025112181917,-0.12774162358677615,0.1419542643177054,0.113549591648479,0.020151013157980967,0.12488670054030349,-0.4041041201358444,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hela_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hela,42,3707,655,8101,-0.025769420035675283,-0.04740281505877696,-0.039643078654048466,0.18441682223912234,0.14612938931866534,0.034009564324776045,0.03926669290728024,-0.025769420035675283,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hela_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hela,42,3707,655,8101,-0.015415988829256433,0.0186413606538387,0.013486718323538002,0.1834837717738735,0.14780427406290678,0.0336662945043669,0.046098512624759835,-0.015415988829256433,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hela_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hela,42,3707,655,8101,-0.009184823163153721,0.039209656704876326,0.03607312439523815,0.18291992542670973,0.14533524225199912,0.03345969911811305,0.03701981722706704,-0.009184823163153721,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hl60_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hl60,42,12313,2186,2076,-0.020109600643444026,0.1027137044270423,0.09874326566844065,0.11461641670703991,0.09024798523128635,0.013136922978761819,0.0600669460339599,-0.020109600643444026,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hl60_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hl60,42,12313,2186,2076,0.03200089490020441,0.23671171268063676,0.253618043649826,0.11165055527205654,0.08658967684390946,0.012465846492558552,0.08627950910886584,0.03200089490020441,False
ultimate_run,all_cnn_sequence_ctcf_heldout_hl60_kernel_7,all,DeepCRISPR,cnn_dual_branch,cnn_k7,hl60,42,12313,2186,2076,-0.02473012193715829,0.19746836340932108,0.19668644269361468,0.11487569731015079,0.09043444878007205,0.013196425832493386,0.09882995764974489,-0.02473012193715829,False
ultimate_run,all_cnn_sequence_ctcf_rrbs_heldout_hct116_kernel_3,all,DeepCRISPR,cnn_dual_branch,cnn_k3,hct116,42,7003,1240,4239,0.0425483658645327,0.2125285204731797,0.2251382687463393,0.16802966885149048,0.13399997968016716,0.02823396961434155,0.043326586758041685,0.0425483658645327,False
ultimate_run,all_cnn_sequence_ctcf_rrbs_heldout_hct116_kernel_5,all,DeepCRISPR,cnn_dual_branch,cnn_k5,hct116,42,7003,1240,4239,0.06425569134328168,0.2682809714531238,0.27670920955260003,0.16611396565360606,0.13309999027882072,0.02759384958516741,0.05536266056609107,0.06425569134328168,False
