split_type,cell_line,model,parent_combination,child_combination,added_environment,parent_r2,child_r2,delta_r2,parent_rmse,child_rmse,delta_rmse,parent_mae,child_mae,delta_mae,delta_pearson,delta_spearman,n_paired,status,warning,ci_low,ci_high,ci_excludes_zero,n_bootstrap,bootstrap_status
all,hct116,cnn(3|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,0.0370189578246916,0.046539709600671,0.0095207517759794,0.1685141669729995,0.1676790691161793,-0.000835097856820205,0.1351609782041477,0.1343747617065296,-0.0007862164976181196,0.0223599180452711,0.030964915709747715,1,ok,CI_AVAILABLE,0.0024667978286743,0.0165465511381626,True,2000,ok
all,hct116,cnn(3|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,0.0421067714709796,0.046835997591478,0.004729226120498406,0.1680684135793332,0.1676530139384193,-0.00041539964091388826,0.133667898950719,0.1353873424328332,0.0017194434821141968,0.0025478723540260095,0.0106321997664795,1,ok,CI_AVAILABLE,-0.0037047327496111,0.0127587812021374,False,2000,ok
all,hct116,cnn(3|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,0.0421067714709796,0.046539709600671,0.004432938129691401,0.1680684135793332,0.1676790691161793,-0.00038934446315389004,0.133667898950719,0.1343747617065296,0.0007068627558105833,0.0029355108960459064,0.011516759287238415,1,ok,CI_AVAILABLE,-0.0057253106497228,0.0142515506595373,False,2000,ok
all,hct116,cnn(3|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0436923716117737,0.0424132485970503,-0.0012791230147234031,0.1679292541910212,0.1680415247552047,0.00011227056418350312,0.1340302570188115,0.1350266043835519,0.000996347364740413,-0.007133154069375008,-0.01955122108191229,1,ok,CI_AVAILABLE,-0.0094097685068845,0.0063012270256876,False,2000,ok
all,hct116,cnn(3|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0436923716117737,0.046539709600671,0.0028473379888972958,0.1679292541910212,0.1676790691161793,-0.00025018507484189656,0.1340302570188115,0.1343747617065296,0.00034450468771810017,0.0024663054887655855,-0.005402374980830377,1,ok,CI_AVAILABLE,-0.0040931357070803,0.0100028347223997,False,2000,ok
all,hct116,cnn(3|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0412892124301426,0.045791921139245,0.004502708709102396,0.1681401212292792,0.1677448106571773,-0.00039531057210190346,0.1349086297601364,0.1343345511708734,-0.0005740785892630051,0.011821605081253711,0.0262472886239995,1,ok,CI_AVAILABLE,-0.0052063865587115,0.0142727438360452,False,2000,ok
all,hct116,cnn(3|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.046835997591478,0.045791921139245,-0.001044076452233006,0.1676530139384193,0.1677448106571773,9.179671875800266e-05,0.1353873424328332,0.1343345511708734,-0.0010527912619598123,0.0015966385852421994,-0.007872022035041698,1,ok,CI_AVAILABLE,-0.0111067425459623,0.0096549959853291,False,2000,ok
all,hct116,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,0.0424132485970503,0.045791921139245,0.003378672542194698,0.1680415247552047,0.1677448106571773,-0.00029671409802739523,0.1350266043835519,0.1343345511708734,-0.0006920532126785117,0.010808459601362896,0.0053922645452813,1,ok,CI_AVAILABLE,-0.0066093755885958,0.0127747785300016,False,2000,ok
all,hct116,cnn(3|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,0.046539709600671,0.045791921139245,-0.0007477884614260008,0.1676790691161793,0.1677448106571773,6.574154099800444e-05,0.1343747617065296,0.1343345511708734,-4.021053565619881e-05,0.0012090000432223025,-0.008756581555800613,1,ok,CI_AVAILABLE,-0.0108125284314155,0.0092075867578387,False,2000,ok
all,hct116,cnn(5|3),sequence,sequence_ctcf,ctcf,0.0791453814297618,0.0625826656447715,-0.0165627157849903,0.1647870520274983,0.166262397667038,0.001475345639539688,0.1329611493509309,0.1323460073059019,-0.0006151420450289935,-0.012789105641045406,0.01124424609980218,1,ok,CI_AVAILABLE,-0.0324229747056961,-0.0004901901120319,True,2000,ok
all,hct116,cnn(5|3),sequence,sequence_dnase,dnase,0.0791453814297618,0.0744864128239665,-0.004658968605795302,0.1647870520274983,0.1652033876047977,0.00041633557729939263,0.1329611493509309,0.1320017208205379,-0.0009594285303929917,0.0020854915668188645,0.01704169383457471,1,ok,CI_AVAILABLE,-0.0194328967481851,0.0101234782487154,False,2000,ok
all,hct116,cnn(5|3),sequence,sequence_h3k4me3,h3k4me3,0.0791453814297618,0.0776871892595865,-0.0014581921701753014,0.1647870520274983,0.1649174722550269,0.00013042022752859928,0.1329611493509309,0.1322937628223632,-0.0006673865285677094,-0.0021415318295178176,0.009419593001247673,1,ok,CI_AVAILABLE,-0.014499170705676,0.0117686297744512,False,2000,ok
all,hct116,cnn(5|3),sequence,sequence_rrbs,rrbs,0.0791453814297618,0.0781535927034768,-0.0009917887262849978,0.1647870520274983,0.1648757685061808,8.871647868249899e-05,0.1329611493509309,0.130831498098131,-0.0021296512527999023,0.009447003601142479,0.012103825105168275,1,ok,CI_AVAILABLE,-0.0155602861195802,0.0143630802631378,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,dnase,0.0625826656447715,0.0664458160199222,0.003863150375150698,0.166262397667038,0.1659194555628693,-0.0003429421041686864,0.1323460073059019,0.1342488957529552,0.0019028884470533025,-0.006951619882902327,-0.009665469384709191,1,ok,CI_AVAILABLE,-0.0090353619307279,0.0167245008051395,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,0.0625826656447715,0.0648207107475539,0.0022380451027824017,0.166262397667038,0.1660638067664194,-0.0001985909006185782,0.1323460073059019,0.1356634413803368,0.0033174340744349107,-0.0011737235513608058,-0.0017685852609831132,1,ok,CI_AVAILABLE,-0.0143026057630777,0.0175723247230052,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf,sequence_ctcf_rrbs,rrbs,0.0625826656447715,0.0642556913432816,0.0016730256985101055,0.166262397667038,0.166113965653606,-0.00014843201343198165,0.1323460073059019,0.1330999902788207,0.0007539829729187875,-0.0019248478219017207,-0.008230883927982713,1,ok,CI_AVAILABLE,-0.0087128849700093,0.0122558129951357,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase,sequence_ctcf_dnase,ctcf,0.0744864128239665,0.0664458160199222,-0.0080405968040443,0.1652033876047977,0.1659194555628693,0.0007160679580716089,0.1320017208205379,0.1342488957529552,0.0022471749324173007,-0.021826217090766598,-0.015462917119481723,1,ok,CI_AVAILABLE,-0.0233721155673265,0.0071596829220652,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,0.0744864128239665,0.0658374343701831,-0.008648978453783387,0.1652033876047977,0.1659735102249215,0.0007701226201237976,0.1320017208205379,0.1347616270419695,0.0027599062214316017,-0.022345564160598574,-0.017319873524019314,1,ok,CI_AVAILABLE,-0.0225106105208396,0.005609206855297,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase,sequence_dnase_rrbs,rrbs,0.0744864128239665,0.0784633455228079,0.003976932698841404,0.1652033876047977,0.1648480659385054,-0.0003553216662922909,0.1320017208205379,0.1331347775862497,0.001133056765711793,-0.0035078563605870916,-0.0069421944798960245,1,ok,CI_AVAILABLE,-0.0081272199749946,0.0168512798845767,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,0.0776871892595865,0.0648207107475539,-0.012866478512032598,0.1649174722550269,0.1660638067664194,0.0011463345113925105,0.1322937628223632,0.1356634413803368,0.0033696785579736266,-0.011821297362888394,5.606783757139411e-05,1,ok,CI_AVAILABLE,-0.0271305106580257,0.0009771138429641,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,0.0776871892595865,0.0658374343701831,-0.011849754889403388,0.1649174722550269,0.1659735102249215,0.001056037969894591,0.1322937628223632,0.1347616270419695,0.0024678642196063194,-0.018118540764261892,-0.009697772690692275,1,ok,CI_AVAILABLE,-0.024375120177865,0.0002271279663546,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,0.0776871892595865,0.0674224261913875,-0.010264763068198998,0.1649174722550269,0.1658326469818081,0.0009151747267812094,0.1322937628223632,0.1320837237736722,-0.00021003904869099088,-0.014543190272388706,-0.009812058605571272,1,ok,CI_AVAILABLE,-0.0211794823408126,0.0008808821439743,False,2000,ok
all,hct116,cnn(5|3),sequence_rrbs,sequence_ctcf_rrbs,ctcf,0.0781535927034768,0.0642556913432816,-0.013897901360195197,0.1648757685061808,0.166113965653606,0.0012381971474252074,0.130831498098131,0.1330999902788207,0.0022684921806896963,-0.024160957064089605,-0.009090462933348809,1,ok,CI_AVAILABLE,-0.0281643755733966,-0.000446440273663,True,2000,ok
all,hct116,cnn(5|3),sequence_rrbs,sequence_dnase_rrbs,dnase,0.0781535927034768,0.0784633455228079,0.00030975281933109944,0.1648757685061808,0.1648480659385054,-2.770256767539725e-05,0.130831498098131,0.1331347775862497,0.0023032794881187035,-0.010869368394910706,-0.0020043257504895884,1,ok,CI_AVAILABLE,-0.013462221249938,0.0134002892300486,False,2000,ok
all,hct116,cnn(5|3),sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,0.0781535927034768,0.0674224261913875,-0.010731166512089302,0.1648757685061808,0.1658326469818081,0.0009568784756273097,0.130831498098131,0.1320837237736722,0.001252225675541202,-0.026131725703049002,-0.012496290709491875,1,ok,CI_AVAILABLE,-0.0260248966515064,0.0039248345419764,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,0.0664458160199222,0.0751789586251135,0.008733142605191313,0.1659194555628693,0.1651415666197011,-0.0007778889431681868,0.1342488957529552,0.1319539784034931,-0.0022949173494621056,0.012899810553093138,0.010336897817453616,1,ok,CI_AVAILABLE,-0.0021084696054458,0.0206725541502237,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,0.0664458160199222,0.0853538697650643,0.01890805374514211,0.1659194555628693,0.1642306076495275,-0.0016888479133418122,0.1342488957529552,0.1328485486859441,-0.0014003470670111151,0.0337737145660052,0.02279878101785171,1,ok,CI_AVAILABLE,0.0097049418836832,0.0281582586467266,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,0.0648207107475539,0.0751789586251135,0.01035824787755961,0.1660638067664194,0.1651415666197011,-0.000922240146718295,0.1356634413803368,0.1319539784034931,-0.0037094629768437137,0.007121914221551617,0.0024400136937275385,1,ok,CI_AVAILABLE,-6.889253563713282e-05,0.0219715777784585,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,0.0648207107475539,0.069768206186082,0.004947495438528099,0.1660638067664194,0.1656239502207268,-0.00043985654569261845,0.1356634413803368,0.1314422272445959,-0.004221214135740919,0.000378373626794104,0.0011699492112401955,1,ok,CI_AVAILABLE,-0.0057136951945722,0.0168856438249349,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,0.0642556913432816,0.0853538697650643,0.0210981784217827,0.166113965653606,0.1642306076495275,-0.001883358004078517,0.1330999902788207,0.1328485486859441,-0.00025144159287660006,0.02874694250500459,0.021364195561125232,1,ok,CI_AVAILABLE,0.0090339630842208,0.0331357903778553,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,0.0642556913432816,0.069768206186082,0.005512514842800395,0.166113965653606,0.1656239502207268,-0.000490015432879215,0.1330999902788207,0.1314422272445959,-0.0016577630342247962,0.001129497897335019,0.007632247878239795,1,ok,CI_AVAILABLE,-0.0074049560353159,0.0191037505865097,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,0.0658374343701831,0.0751789586251135,0.0093415242549304,0.1659735102249215,0.1651415666197011,-0.0008319436052203755,0.1347616270419695,0.1319539784034931,-0.0028076486384764066,0.013419157622925115,0.012193854221991207,1,ok,CI_AVAILABLE,-0.0012504368787631,0.0200511571019887,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,0.0658374343701831,0.0790611988194436,0.013223764449260489,0.1659735102249215,0.164794584099814,-0.0011789261251074767,0.1347616270419695,0.1322071682867949,-0.002554458755174599,0.022556190241156293,0.01524026106392018,1,ok,CI_AVAILABLE,0.0041207745671272,0.0227216761559247,True,2000,ok
all,hct116,cnn(5|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,0.0784633455228079,0.0853538697650643,0.0068905242422564045,0.1648480659385054,0.1642306076495275,-0.0006174582889779123,0.1331347775862497,0.1328485486859441,-0.0002862289003056073,0.015455353835825691,0.014278058378266012,1,ok,CI_AVAILABLE,-0.0037993534933775,0.0173863768577575,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,0.0784633455228079,0.0790611988194436,0.0005978532966356975,0.1648480659385054,0.164794584099814,-5.348183869138823e-05,0.1331347775862497,0.1322071682867949,-0.0009276092994547902,0.0037184824411448103,0.0048625820197968905,1,ok,CI_AVAILABLE,-0.01054666377604,0.0116103291511535,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0674224261913875,0.069768206186082,0.0023457799946944996,0.1658326469818081,0.1656239502207268,-0.0002086967610813173,0.1320837237736722,0.1314422272445959,-0.000641496529076302,0.003100266536294416,0.011038075654382862,1,ok,CI_AVAILABLE,-0.0089408112689852,0.0134762106463313,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0674224261913875,0.0790611988194436,0.011638772628056099,0.1658326469818081,0.164794584099814,-0.0010380628819940951,0.1320837237736722,0.1322071682867949,0.00012344451312271132,0.018980839749283107,0.015354546978799177,1,ok,CI_AVAILABLE,0.0047890273854136,0.017925351858139,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0751789586251135,0.059455733049142,-0.015723225575971507,0.1651415666197011,0.1665394666225207,0.0013979000028195854,0.1319539784034931,0.1335764049562363,0.0016224265527431947,-0.03131488309837424,-0.015099779217932596,1,ok,CI_AVAILABLE,-0.0230369102209806,-0.0085155889391899,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.0853538697650643,0.059455733049142,-0.025898136715922303,0.1642306076495275,0.1665394666225207,0.0023088589729932107,0.1328485486859441,0.1335764049562363,0.0007278562702922042,-0.0521887871112863,-0.02756166241833069,1,ok,CI_AVAILABLE,-0.0357391908764839,-0.0163367800414562,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,0.069768206186082,0.059455733049142,-0.010312473136939997,0.1656239502207268,0.1665394666225207,0.0009155164017939088,0.1314422272445959,0.1335764049562363,0.0021341777116404004,-0.024571342503616728,-0.013829714735445253,1,ok,CI_AVAILABLE,-0.0207531582564115,-0.0007750958320684,True,2000,ok
all,hct116,cnn(5|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,0.0790611988194436,0.059455733049142,-0.019605465770301596,0.164794584099814,0.1665394666225207,0.0017448825227066866,0.1322071682867949,0.1335764049562363,0.0013692366694413871,-0.04045191571660542,-0.01814618605986157,1,ok,CI_AVAILABLE,-0.0277199558913707,-0.0116059379652142,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_ctcf,ctcf,0.1115645080195554,0.0802750238554926,-0.03128948416406281,0.1618603588963531,0.164685946182082,0.0028255872857288755,0.1299328989515717,0.1306179439572625,0.0006850450056908042,-0.047939540815119086,-0.017614358014395537,1,ok,CI_AVAILABLE,-0.0451168864965438,-0.0172413308173418,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_dnase,dnase,0.1115645080195554,0.0854245467132743,-0.0261399613062811,0.1618603588963531,0.1642242622761597,0.0023639033798065756,0.1299328989515717,0.1321469640416501,0.0022140650900784042,-0.03966250587718528,-0.023029474668697425,1,ok,CI_AVAILABLE,-0.0371292605996131,-0.0147977648302912,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_h3k4me3,h3k4me3,0.1115645080195554,0.0781674286455782,-0.033397079373977206,0.1618603588963531,0.1648745311958607,0.003014172299507595,0.1299328989515717,0.1312121399859201,0.0012792410343483995,-0.04001001187351816,-0.02503869907102324,1,ok,CI_AVAILABLE,-0.0454517304897308,-0.0210808347910642,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_rrbs,rrbs,0.1115645080195554,0.1026771836647955,-0.008887324354759904,0.1618603588963531,0.1626679166416866,0.0008075577453334759,0.1299328989515717,0.130242066268449,0.00030916731687730126,-0.011784707781459403,-0.0004636503499835243,1,ok,CI_AVAILABLE,-0.018858378753066,0.0019730092026293,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf,sequence_ctcf_dnase,dnase,0.0802750238554926,0.0765575845908126,-0.003717439264679989,0.164685946182082,0.1650184328722436,0.00033248669016161525,0.1306179439572625,0.1343603304574438,0.0037423865001812995,-0.003583196925065091,-0.007470969123236804,1,ok,CI_AVAILABLE,-0.0150392008945345,0.0073654698207974,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,0.0802750238554926,0.0859330670990615,0.005658043243568903,0.164685946182082,0.1641786001076671,-0.0005073460744148828,0.1306179439572625,0.1336760907893862,0.003058146832123687,0.01473257324854671,0.0066337150570330294,1,ok,CI_AVAILABLE,-0.0058012781664729,0.0159907899796962,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf,sequence_ctcf_rrbs,rrbs,0.0802750238554926,0.0713944742729127,-0.008880549582579889,0.164685946182082,0.1654791117132221,0.0007931655311401165,0.1306179439572625,0.1355527701116552,0.004934826154392696,-0.008525215430877309,-0.013363740142365299,1,ok,CI_AVAILABLE,-0.0206320527940988,0.0019139840733259,False,2000,ok
