motif_id,foreground_definition,background_definition,foreground_count,foreground_total,background_count,background_total,effect,enrichment,odds_ratio,p_value,FDR,fdr_family,status,reason
motif_cnn53_hela_all_cnn_ig_011,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_012,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_013,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_014,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_015,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_016,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_017,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_018,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_019,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_020,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_021,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_022,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ism_023,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_024,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_025,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_026,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_027,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_028,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_029,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_030,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_031,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_032,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_033,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_034,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_035,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_036,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_037,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_038,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_039,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_040,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ism_041,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_042,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_043,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_044,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_045,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_046,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_047,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_048,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_049,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_050,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ism_051,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_052,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ism_053,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_054,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_055,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ism_056,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_057,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_058,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_059,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_060,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_061,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_062,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_063,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_064,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_065,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_066,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_067,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ism_068,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_069,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_070,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ism_071,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn33_hct116_sequence_cnn_ig_072,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hct116_all_cnn_ig_073,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hct116_sequence_cnn_ig_074,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_all_cnn_ig_075,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_sequence_cnn_ig_076,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_all_cnn_ig_077,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_sequence_cnn_ig_078,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_all_cnn_ig_079,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_sequence_cnn_ig_080,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_all_cnn_ig_081,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_sequence_cnn_ig_082,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_083,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_084,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_085,efficacy >= q0.67,all_eligible_sequences,948,5528,2789,16749,0.004973189318860344,1.0298658830769423,1.036047729617759,0.2010127514868136,0.46595181970088245,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_086,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_087,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_088,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_089,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ig_090,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn33_hct116_all_cnn_ig_091,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_sequence_cnn_ism_092,efficacy >= q0.67,all_eligible_sequences,1156,5528,3563,16749,-0.0036118967380734113,0.9830211455329801,0.9785317686427984,0.7216160884684157,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hct116_sequence_cnn_ism_093,efficacy >= q0.67,all_eligible_sequences,1192,5528,4150,16749,-0.03214646419480818,0.8702599689641344,0.8345934290668208,0.9999995461087219,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hct116_all_cnn_ig_094,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hct116_sequence_cnn_ig_095,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hct116_all_cnn_ig_096,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_all_cnn_ig_097,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_sequence_cnn_ig_098,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_all_cnn_ig_099,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hct116_sequence_cnn_ig_100,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_all_cnn_ig_101,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_sequence_cnn_ig_102,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_all_cnn_ig_103,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hct116_sequence_cnn_ig_104,efficacy >= q0.67,all_eligible_sequences,1406,5528,4561,16749,-0.01797323105191756,0.9339983234184243,0.911485378907581,0.9958846218844343,0.9999999981280304,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_105,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ig_106,efficacy >= q0.67,all_eligible_sequences,992,5528,2863,16749,0.008514494115422933,1.0498111288645542,1.0607045679813174,0.0766084731168302,0.2590472080651578,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_107,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_108,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn33_hela_all_cnn_ig_109,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn33_hct116_all_cnn_ig_110,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hct116_all_cnn_ig_111,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hct116_sequence_cnn_ig_112,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hct116_sequence_cnn_ig_113,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hct116_all_cnn_ig_114,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hct116_sequence_cnn_ig_115,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hct116_all_cnn_ig_116,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn73_hct116_sequence_cnn_ig_117,efficacy >= q0.67,all_eligible_sequences,1340,5528,3756,16749,0.018150121323959184,1.0809362039550032,1.1068326971020197,0.0029209226284590056,0.03090524587530819,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_118,efficacy >= q0.67,all_eligible_sequences,900,5528,2553,16749,0.010380514757819953,1.0681015439399633,1.0813451458297574,0.034221384081866424,0.20595621979545298,motif_enrichment,ok,
motif_cnn33_hela_sequence_cnn_ism_119,efficacy >= q0.67,all_eligible_sequences,793,5528,2754,16749,-0.020976207491576276,0.8724290126084201,0.8510639032099993,0.9999116466016404,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_all_cnn_ig_120,efficacy >= q0.67,all_eligible_sequences,382,5528,1445,16749,-0.017171057753280566,0.8009702101663002,0.7861957485035577,0.9999818685649463,0.9999999981280304,motif_enrichment,ok,
motif_cnn53_hela_sequence_cnn_ig_121,efficacy >= q0.67,all_eligible_sequences,382,5528,1445,16749,-0.017171057753280566,0.8009702101663002,0.7861957485035577,0.9999818685649463,0.9999999981280304,motif_enrichment,ok,
motif_cnn73_hela_all_cnn_ig_122,efficacy >= q0.67,all_eligible_sequences,382,5528,1445,16749,-0.017171057753280566,0.8009702101663002,0.7861957485035577,0.9999818685649463,0.9999999981280304,motif_enrichment,ok,
