split_type,cell_line,model,random_seed,test_type,parent_combination,child_combination,added_environment,factor,null_hypothesis,alternative,observed_effect,p_value,n_permutations,seed,n_values,n_values_excluded,family_key,status,reason,fdr_family,FDR,fdr_status
all,hct116,cnn(3|3),42,environment_edge,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00018472390083836492,0.9040959040959041,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0001723445329439375,0.8951048951048951,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),2.444553059014432e-05,0.41858141858141856,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.9567575281860996,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_rrbs,sequence_ctcf_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00020066289328551663,0.903096903096903,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_rrbs,sequence_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00021368490403916586,0.913086913086913,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00016692770377120438,0.7972027972027972,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001695552665138421,0.11388611388611389,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00033312252444313756,0.000999000999000999,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.03196803196803197,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00013830352869505233,0.2057942057942058,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00017144981920560334,0.08291708291708291,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001264365447101506,0.14985014985014986,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-3.9844227085937e-06,0.4985014985014985,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001259241608006249,0.21678321678321677,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00028075428884465124,0.004995004995004995,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.07992007992007992,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00013945855546379984,0.13786213786213786,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001307214255785308,0.17682317682317683,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-3.7719612222905885e-05,0.6163836163836164,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),8.396422531056945e-05,0.2127872127872128,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_dnase_h3k4me3,all,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00013277886622109294,0.16783216783216784,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.578088578088578,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_dnase_rrbs,all,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-3.078839170820249e-05,0.5604395604395604,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_ctcf_h3k4me3_rrbs,all,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),9.963257571054183e-05,0.23876123876123875,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.5877199723353569,ok
all,hct116,cnn(3|3),42,environment_edge,sequence_dnase_h3k4me3_rrbs,all,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-2.205126182293338e-05,0.5694305694305695,1000,2024,4239,,environment_edge|all|hct116|cnn(3|3),ok,,environment_edge|all|hct116|cnn(3|3),0.997002997002997,ok
all,hct116,cnn(5|3),42,environment_edge,sequence,sequence_ctcf,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0004884123858949942,0.984015984015984,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence,sequence_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00013738673682072523,0.7282717282717283,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence,sequence_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-4.3000116754112083e-05,0.5694305694305695,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.9590409590409591,ok
all,hct116,cnn(5|3),42,environment_edge,sequence,sequence_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-2.9246496916247626e-05,0.5394605394605395,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.9590409590409591,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf,sequence_ctcf_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00011391916696459615,0.2647352647352647,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.7701389519571337,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),6.599700370567178e-05,0.4065934065934066,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.8673992673992674,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf,sequence_ctcf_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),4.933532942204182e-05,0.38161838161838163,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.8673992673992674,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase,sequence_ctcf_dnase,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00023710648210967293,0.8621378621378621,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002550468417200295,0.8841158841158842,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase,sequence_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00011727443100182564,0.2917082917082917,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.7778887778887779,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00037941526543521013,0.9660339660339661,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0003494334617866427,0.965034965034965,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00030269410935583103,0.967032967032967,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_rrbs,sequence_ctcf_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00040983055955670476,0.9760239760239761,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_rrbs,sequence_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),9.134191097348187e-06,0.4865134865134865,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.9157900922606805,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00031644772919369563,0.922077922077922,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0002575287914653963,0.06793206793206794,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.310546596260882,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.000557573277345158,0.000999000999000999,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.015984015984015984,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00030545095472432073,0.029970029970029972,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.1918081918081918,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001458950288013015,0.1878121878121878,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.6521478521478522,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0006221571148877123,0.000999000999000999,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.015984015984015984,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00016255670308493156,0.2037962037962038,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.6521478521478522,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00027546915107575306,0.04395604395604396,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.23443223443223446,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0003899511772871338,0.006993006993006993,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.055944055944055944,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00020319236423365944,0.11888111888111888,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.4755244755244755,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),1.7629904565278547e-05,0.4355644355644356,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.8711288711288712,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),6.917387272192238e-05,0.35864135864135865,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.8673992673992674,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0003432118248563223,0.001998001998001998,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),0.021312021312021312,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_dnase_h3k4me3,all,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0004636569627217819,1.0,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_dnase_rrbs,all,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0007637014486015436,1.0,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_ctcf_h3k4me3_rrbs,all,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0003041010367987628,0.977022977022977,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(5|3),42,environment_edge,sequence_dnase_h3k4me3_rrbs,all,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0005781389889331626,1.0,1000,2024,4239,,environment_edge|all|hct116|cnn(5|3),ok,,environment_edge|all|hct116|cnn(5|3),1.0,ok
all,hct116,cnn(7|3),42,environment_edge,sequence,sequence_ctcf,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0009226850687248459,1.0,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),1.0,ok
all,hct116,cnn(7|3),42,environment_edge,sequence,sequence_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0007708325285948096,1.0,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),1.0,ok
all,hct116,cnn(7|3),42,environment_edge,sequence,sequence_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0009848352092036178,1.0,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),1.0,ok
all,hct116,cnn(7|3),42,environment_edge,sequence,sequence_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00026207524582598057,0.9560439560439561,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),1.0,ok
all,hct116,cnn(7|3),42,environment_edge,sequence_ctcf,sequence_ctcf_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00010962231513895367,0.7382617382617382,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),1.0,ok
all,hct116,cnn(7|3),42,environment_edge,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00016684817075433947,0.16483516483516483,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),0.6593406593406593,ok
all,hct116,cnn(7|3),42,environment_edge,sequence_ctcf,sequence_ctcf_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002618755429092638,0.939060939060939,1000,2024,4239,,environment_edge|all|hct116|cnn(7|3),ok,,environment_edge|all|hct116|cnn(7|3),1.0,ok
