split_type,cell_line,model,parent_combination,child_combination,ci_low,ci_high,ci_excludes_zero,n_bootstrap,bootstrap_status
all,hct116,cnn(3|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,-0.004093135707080364,0.010002834722399712,False,2000,ok
all,hct116,cnn(3|3),sequence_ctcf_dnase_h3k4me3,all,-0.005206386558711529,0.014272743836045265,False,2000,ok
all,hct116,cnn(3|3),sequence_ctcf_dnase_rrbs,all,-0.011106742545962334,0.009654995985329151,False,2000,ok
all,hct116,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,all,-0.006609375588595867,0.01277477853000164,False,2000,ok
all,hct116,cnn(3|3),sequence_dnase_h3k4me3_rrbs,all,-0.010812528431415558,0.009207586757838726,False,2000,ok
all,hct116,cnn(5|3),sequence,sequence_ctcf,-0.032422974705696106,-0.0004901901120319963,True,2000,ok
all,hct116,cnn(5|3),sequence,sequence_dnase,-0.019432896748185158,0.0101234782487154,False,2000,ok
all,hct116,cnn(5|3),sequence,sequence_h3k4me3,-0.014499170705676079,0.011768629774451256,False,2000,ok
all,hct116,cnn(5|3),sequence,sequence_rrbs,-0.015560286119580269,0.014363080263137817,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,-0.009035361930727959,0.01672450080513954,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf,sequence_ctcf_h3k4me3,-0.014302605763077736,0.017572324723005295,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf,sequence_ctcf_rrbs,-0.008712884970009327,0.012255812995135784,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase,sequence_ctcf_dnase,-0.023372115567326546,0.007159682922065258,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase,sequence_dnase_h3k4me3,-0.02251061052083969,0.005609206855297089,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase,sequence_dnase_rrbs,-0.00812721997499466,0.016851279884576797,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3,sequence_ctcf_h3k4me3,-0.02713051065802574,0.0009771138429641724,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3,sequence_dnase_h3k4me3,-0.02437512017786503,0.00022712796635460109,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3,sequence_h3k4me3_rrbs,-0.021179482340812683,0.0008808821439743042,False,2000,ok
all,hct116,cnn(5|3),sequence_rrbs,sequence_ctcf_rrbs,-0.028164375573396683,-0.0004464402736630291,True,2000,ok
all,hct116,cnn(5|3),sequence_rrbs,sequence_dnase_rrbs,-0.013462221249938011,0.013400289230048656,False,2000,ok
all,hct116,cnn(5|3),sequence_rrbs,sequence_h3k4me3_rrbs,-0.026024896651506424,0.003924834541976452,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,-0.002108469605445862,0.020672554150223732,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,0.009704941883683205,0.02815825864672661,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,-6.889253563713282e-05,0.021971577778458595,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,-0.00571369519457221,0.01688564382493496,False,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,0.009033963084220886,0.0331357903778553,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.0074049560353159904,0.019103750586509705,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.0012504368787631392,0.020051157101988792,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,0.004120774567127228,0.022721676155924797,True,2000,ok
all,hct116,cnn(5|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,-0.0037993534933775663,0.01738637685775757,False,2000,ok
all,hct116,cnn(5|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,-0.010546663776040077,0.011610329151153564,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.008940811268985271,0.01347621064633131,False,2000,ok
all,hct116,cnn(5|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,0.004789027385413647,0.017925351858139038,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase_h3k4me3,all,-0.023036910220980644,-0.008515588939189911,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_dnase_rrbs,all,-0.03573919087648392,-0.016336780041456223,True,2000,ok
all,hct116,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,all,-0.020753158256411552,-0.0007750958320684731,True,2000,ok
all,hct116,cnn(5|3),sequence_dnase_h3k4me3_rrbs,all,-0.027719955891370773,-0.011605937965214252,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_ctcf,-0.045116886496543884,-0.017241330817341805,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_dnase,-0.03712926059961319,-0.014797764830291271,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_h3k4me3,-0.045451730489730835,-0.021080834791064262,True,2000,ok
all,hct116,cnn(7|3),sequence,sequence_rrbs,-0.018858378753066063,0.0019730092026293278,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf,sequence_ctcf_dnase,-0.015039200894534588,0.007365469820797443,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf,sequence_ctcf_h3k4me3,-0.005801278166472912,0.015990789979696274,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf,sequence_ctcf_rrbs,-0.020632052794098854,0.0019139840733259916,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase,sequence_ctcf_dnase,-0.022351427003741264,0.004535104148089886,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase,sequence_dnase_h3k4me3,-0.022303210571408272,0.006535866763442755,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase,sequence_dnase_rrbs,-0.011360208503901958,0.010512505657970905,False,2000,ok
all,hct116,cnn(7|3),sequence_h3k4me3,sequence_ctcf_h3k4me3,-0.006139032542705536,0.0206738468259573,False,2000,ok
all,hct116,cnn(7|3),sequence_h3k4me3,sequence_dnase_h3k4me3,-0.013443258590996265,0.012510140426456928,False,2000,ok
all,hct116,cnn(7|3),sequence_h3k4me3,sequence_h3k4me3_rrbs,-0.0178791843354702,0.013609220273792744,False,2000,ok
all,hct116,cnn(7|3),sequence_rrbs,sequence_ctcf_rrbs,-0.04266616329550743,-0.020861588418483734,True,2000,ok
all,hct116,cnn(7|3),sequence_rrbs,sequence_dnase_rrbs,-0.027077578008174896,-0.008342896588146687,True,2000,ok
all,hct116,cnn(7|3),sequence_rrbs,sequence_h3k4me3_rrbs,-0.04007808864116669,-0.013235609047114849,True,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,-0.0179752130061388,0.006583773996680975,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,-0.00899171270430088,0.018481986597180367,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.025165226310491562,-0.0053697749972343445,True,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,-0.015557263977825642,0.005151259712874889,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,-0.004475141875445843,0.02383613958954811,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.0026904225815087557,0.022403988987207413,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.021441467106342316,0.007480731699615717,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,-0.010543584823608398,0.012401889078319073,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,-0.01664726808667183,0.008253559470176697,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,-0.01822916977107525,0.006480321288108826,False,2000,ok
all,hct116,cnn(7|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.006189680192619562,0.015259179286658764,False,2000,ok
all,hct116,cnn(7|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,-0.00953826867043972,0.015043085440993309,False,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_dnase_h3k4me3,all,0.0069176750257611275,0.03445775806903839,True,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_dnase_rrbs,all,0.0020970539189875126,0.02033854089677334,True,2000,ok
all,hct116,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,all,-0.001137195504270494,0.02285892143845558,False,2000,ok
all,hct116,cnn(7|3),sequence_dnase_h3k4me3_rrbs,all,0.001284514321014285,0.02472621388733387,True,2000,ok
all,hct116,linear,sequence,sequence_ctcf,-0.009126916527748108,0.0019521520007401705,False,2000,ok
all,hct116,linear,sequence,sequence_h3k4me3,-0.006075410638004541,0.002150618936866522,False,2000,ok
all,hct116,linear,sequence,sequence_rrbs,-0.0037633210886269808,0.0007784500485286117,False,2000,ok
all,hct116,linear,sequence_ctcf,sequence_ctcf_h3k4me3,-0.006792567670345306,0.0019325092434883118,False,2000,ok
all,hct116,linear,sequence_ctcf,sequence_ctcf_rrbs,-0.003495980752632022,0.0010283648734912276,False,2000,ok
all,hct116,linear,sequence_h3k4me3,sequence_ctcf_h3k4me3,-0.0095993522554636,0.0016289844643324614,False,2000,ok
all,hct116,linear,sequence_h3k4me3,sequence_h3k4me3_rrbs,-0.003984288778156042,0.0005012780311517417,False,2000,ok
all,hct116,linear,sequence_rrbs,sequence_ctcf_rrbs,-0.008834878914058208,0.0021790608298033476,False,2000,ok
all,hct116,linear,sequence_rrbs,sequence_h3k4me3_rrbs,-0.006362454500049353,0.0019201949471607804,False,2000,ok
all,hct116,linear,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,-0.004031002521514893,0.00047355593414977193,False,2000,ok
all,hct116,linear,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.007379832677543163,0.001429244875907898,False,2000,ok
all,hct116,linear,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.009585201740264893,0.00162342784460634,False,2000,ok
all,hct116,mlp,sequence,sequence_ctcf,-0.02015295810997486,-0.0002586528717074543,True,2000,ok
all,hct116,mlp,sequence,sequence_dnase,-0.024420643225312233,0.0005592793459072709,False,2000,ok
all,hct116,mlp,sequence,sequence_h3k4me3,-0.029525408521294594,-0.004866574890911579,True,2000,ok
all,hct116,mlp,sequence,sequence_rrbs,-0.007188466377556324,0.00046268702135421336,False,2000,ok
all,hct116,mlp,sequence_ctcf,sequence_ctcf_dnase,-0.023236935958266258,-0.0004249632474966347,True,2000,ok
all,hct116,mlp,sequence_ctcf,sequence_ctcf_h3k4me3,-0.007983803749084473,0.009086975827813148,False,2000,ok
all,hct116,mlp,sequence_ctcf,sequence_ctcf_rrbs,-0.0009943365585058928,0.005034510977566242,False,2000,ok
all,hct116,mlp,sequence_dnase,sequence_ctcf_dnase,-0.022142166271805763,0.002890452742576599,False,2000,ok
all,hct116,mlp,sequence_dnase,sequence_dnase_h3k4me3,-0.00922954361885786,0.010990860871970654,False,2000,ok
all,hct116,mlp,sequence_dnase,sequence_dnase_rrbs,-0.0032995506189763546,0.017614465206861496,False,2000,ok
all,hct116,mlp,sequence_h3k4me3,sequence_ctcf_h3k4me3,-0.002346834633499384,0.017233630642294884,False,2000,ok
all,hct116,mlp,sequence_h3k4me3,sequence_dnase_h3k4me3,-0.003203256521373987,0.015011412091553211,False,2000,ok
all,hct116,mlp,sequence_h3k4me3,sequence_h3k4me3_rrbs,-0.007994120940566063,0.01777338795363903,False,2000,ok
all,hct116,mlp,sequence_rrbs,sequence_ctcf_rrbs,-0.01432880200445652,0.004583196248859167,False,2000,ok
all,hct116,mlp,sequence_rrbs,sequence_dnase_rrbs,-0.012262758798897266,0.008473428897559643,False,2000,ok
all,hct116,mlp,sequence_rrbs,sequence_h3k4me3_rrbs,-0.01784384995698929,-0.0003275751951150596,True,2000,ok
all,hct116,mlp,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,-0.003799986792728305,0.014117708429694176,False,2000,ok
all,hct116,mlp,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,-0.005328053142875433,0.0166475772857666,False,2000,ok
all,hct116,mlp,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.017150208353996277,0.0024530948139727116,False,2000,ok
all,hct116,mlp,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,-0.017895903438329697,0.006090729031711817,False,2000,ok
all,hct116,mlp,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,-0.015950286760926247,0.0005599632859230042,False,2000,ok
all,hct116,mlp,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.01596459187567234,0.0010947242844849825,False,2000,ok
all,hct116,mlp,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.01557350717484951,0.004150368273258209,False,2000,ok
all,hct116,mlp,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,-0.016591928899288177,-0.004779441747814417,True,2000,ok
all,hct116,mlp,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,-0.021506162360310555,-0.00010191500041401014,True,2000,ok
all,hct116,mlp,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,-0.027098149061203003,-0.006278297398239374,True,2000,ok
all,hct116,mlp,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.009303523227572441,0.0031977309845387936,False,2000,ok
all,hct116,mlp,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,-0.02379276230931282,0.004477059934288263,False,2000,ok
all,hct116,mlp,sequence_ctcf_dnase_h3k4me3,all,-0.00862383097410202,0.004764650948345661,False,2000,ok
all,hct116,mlp,sequence_ctcf_dnase_rrbs,all,-0.014136550016701221,0.008361858315765858,False,2000,ok
all,hct116,mlp,sequence_ctcf_h3k4me3_rrbs,all,-0.016972791403532028,0.010526667349040508,False,2000,ok
all,hct116,mlp,sequence_dnase_h3k4me3_rrbs,all,-0.0052568912506103516,0.011880787089467049,False,2000,ok
all,hct116,transformer,sequence,sequence_ctcf,-0.017088184133172035,0.004415531642735004,False,2000,ok
all,hct116,transformer,sequence,sequence_dnase,-0.012756064534187317,0.01082935743033886,False,2000,ok
all,hct116,transformer,sequence,sequence_h3k4me3,-0.03500434756278992,-0.013841336593031883,True,2000,ok
all,hct116,transformer,sequence,sequence_rrbs,-0.013017764315009117,0.0031211599707603455,False,2000,ok
all,hct116,transformer,sequence_ctcf,sequence_ctcf_dnase,-0.017016541212797165,-0.002572169993072748,True,2000,ok
all,hct116,transformer,sequence_ctcf,sequence_ctcf_h3k4me3,-0.032843828201293945,-0.005081155803054571,True,2000,ok
all,hct116,transformer,sequence_ctcf,sequence_ctcf_rrbs,-0.015596983022987843,-0.0032155155204236507,True,2000,ok
all,hct116,transformer,sequence_dnase,sequence_ctcf_dnase,-0.027599524706602097,-0.0019329413771629333,True,2000,ok
all,hct116,transformer,sequence_dnase,sequence_dnase_h3k4me3,-0.019806476309895515,0.002640423132106662,False,2000,ok
all,hct116,transformer,sequence_dnase,sequence_dnase_rrbs,-0.02225951850414276,0.004369059111922979,False,2000,ok
all,hct116,transformer,sequence_h3k4me3,sequence_ctcf_h3k4me3,-0.018402524292469025,0.01662377640604973,False,2000,ok
all,hct116,transformer,sequence_h3k4me3,sequence_dnase_h3k4me3,0.007208020891994238,0.022481247782707214,True,2000,ok
all,hct116,transformer,sequence_h3k4me3,sequence_h3k4me3_rrbs,0.0008269042009487748,0.007553194649517536,True,2000,ok
all,hct116,transformer,sequence_rrbs,sequence_ctcf_rrbs,-0.02198784425854683,0.0007658675312995911,False,2000,ok
all,hct116,transformer,sequence_rrbs,sequence_dnase_rrbs,-0.019654415547847748,0.009136241860687733,False,2000,ok
all,hct116,transformer,sequence_rrbs,sequence_h3k4me3_rrbs,-0.021542776376008987,-0.008994613774120808,True,2000,ok
all,hct116,transformer,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,-0.027529185637831688,-0.0008308455580845475,True,2000,ok
all,hct116,transformer,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,-0.004465332720428705,0.00158872758038342,False,2000,ok
all,hct116,transformer,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.022737715393304825,0.009703263640403748,False,2000,ok
all,hct116,transformer,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,-0.007147575728595257,0.023577872663736343,False,2000,ok
all,hct116,transformer,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,-0.010136140510439873,0.00640705693513155,False,2000,ok
all,hct116,transformer,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.010462908074259758,0.007154223509132862,False,2000,ok
all,hct116,transformer,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.03452738747000694,-0.0067956820130348206,True,2000,ok
all,hct116,transformer,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,-0.022227339446544647,-0.006110350601375103,True,2000,ok
all,hct116,transformer,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,-0.02418876811861992,0.00816623866558075,False,2000,ok
all,hct116,transformer,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,-0.029460817575454712,0.00120630266610533,False,2000,ok
all,hct116,transformer,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.003283978905528784,0.010215334594249725,False,2000,ok
all,hct116,transformer,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,-0.011532731354236603,0.003515246557071805,False,2000,ok
all,hct116,transformer,sequence_ctcf_dnase_h3k4me3,all,-0.008357742801308632,0.01896372251212597,False,2000,ok
all,hct116,transformer,sequence_ctcf_dnase_rrbs,all,-0.015057036653161049,-0.0004894599551334977,True,2000,ok
all,hct116,transformer,sequence_ctcf_h3k4me3_rrbs,all,-0.014560557901859283,-0.0017094686627388,True,2000,ok
all,hct116,transformer,sequence_dnase_h3k4me3_rrbs,all,-0.011056384071707726,0.008779490366578102,False,2000,ok
all,hct116,xgboost,sequence,sequence_ctcf,-0.01728147827088833,-0.004582260735332966,True,2000,ok
all,hct116,xgboost,sequence,sequence_dnase,-0.0006149440887384117,0.0012769773602485657,False,2000,ok
all,hct116,xgboost,sequence,sequence_h3k4me3,-0.005628508515655994,0.0014886886347085238,False,2000,ok
all,hct116,xgboost,sequence,sequence_rrbs,-0.01354007888585329,-0.006449514534324408,True,2000,ok
all,hct116,xgboost,sequence_ctcf,sequence_ctcf_dnase,-0.0007952690357342362,0.0040946840308606625,False,2000,ok
all,hct116,xgboost,sequence_ctcf,sequence_ctcf_h3k4me3,-0.00029260216979309916,0.006346569862216711,False,2000,ok
all,hct116,xgboost,sequence_ctcf,sequence_ctcf_rrbs,-0.009109278209507465,-0.003100754227489233,True,2000,ok
all,hct116,xgboost,sequence_dnase,sequence_ctcf_dnase,-0.01573958620429039,-0.0030543669126927853,True,2000,ok
all,hct116,xgboost,sequence_dnase,sequence_dnase_h3k4me3,-0.013877863995730877,-0.006067025475203991,True,2000,ok
all,hct116,xgboost,sequence_dnase,sequence_dnase_rrbs,-0.0027694820892065763,0.004357486963272095,False,2000,ok
all,hct116,xgboost,sequence_h3k4me3,sequence_ctcf_h3k4me3,-0.011986707337200642,0.0005929261678829789,False,2000,ok
all,hct116,xgboost,sequence_h3k4me3,sequence_dnase_h3k4me3,-0.0101747065782547,-0.004647439811378717,True,2000,ok
all,hct116,xgboost,sequence_h3k4me3,sequence_h3k4me3_rrbs,-0.010279794223606586,-0.0034065961372107267,True,2000,ok
all,hct116,xgboost,sequence_rrbs,sequence_ctcf_rrbs,-0.013132251799106598,-0.0014611721271649003,True,2000,ok
all,hct116,xgboost,sequence_rrbs,sequence_dnase_rrbs,0.007082486059516668,0.015066881664097309,True,2000,ok
all,hct116,xgboost,sequence_rrbs,sequence_h3k4me3_rrbs,-0.0015027240151539445,0.003581406082957983,False,2000,ok
all,hct116,xgboost,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,-3.810077760135755e-05,0.006827204022556543,False,2000,ok
all,hct116,xgboost,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,-0.01329725980758667,-0.005725345108658075,True,2000,ok
all,hct116,xgboost,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,-6.912946992088109e-05,0.003995685372501612,False,2000,ok
all,hct116,xgboost,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,-0.001724347472190857,0.004244774580001831,False,2000,ok
all,hct116,xgboost,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,-0.002831771969795227,-0.0004370301903691143,True,2000,ok
all,hct116,xgboost,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,0.006901340093463659,0.01383809931576252,True,2000,ok
all,hct116,xgboost,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,-0.002991360379382968,0.009981967508792877,False,2000,ok
all,hct116,xgboost,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,-0.0019474029541015625,0.002869828138500452,False,2000,ok
all,hct116,xgboost,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,-0.026918012648820877,-0.012880273163318634,True,2000,ok
all,hct116,xgboost,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,-0.01492441724985838,-0.005573333706706762,True,2000,ok
all,hct116,xgboost,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,-0.004057812504470348,0.008271882310509682,False,2000,ok
all,hct116,xgboost,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,-0.0006803557043895125,0.0004060298088006675,False,2000,ok
all,hct116,xgboost,sequence_ctcf_dnase_h3k4me3,all,-0.008991612121462822,-0.0011000186204910278,True,2000,ok
all,hct116,xgboost,sequence_ctcf_dnase_rrbs,all,0.005266469903290272,0.01014022808521986,True,2000,ok
all,hct116,xgboost,sequence_ctcf_h3k4me3_rrbs,all,-0.006737412419170141,-0.0017725288635119796,True,2000,ok
all,hct116,xgboost,sequence_dnase_h3k4me3_rrbs,all,-0.007945274002850056,0.003738999366760254,False,2000,ok
all,hek293t,cnn(3|3),sequence,sequence_ctcf,-0.022599125280976295,0.02001742459833622,False,2000,ok
all,hek293t,cnn(3|3),sequence,sequence_dnase,-0.049077365547418594,-0.012966305017471313,True,2000,ok
all,hek293t,cnn(3|3),sequence,sequence_h3k4me3,-0.053035274147987366,-0.02103159762918949,True,2000,ok
all,hek293t,cnn(3|3),sequence,sequence_rrbs,-0.08224447816610336,-0.05005386844277382,True,2000,ok
all,hek293t,cnn(3|3),sequence_ctcf,sequence_ctcf_dnase,-0.041106995195150375,-0.00540142972022295,True,2000,ok
all,hek293t,cnn(3|3),sequence_ctcf,sequence_ctcf_h3k4me3,-0.07979334890842438,-0.03893706947565079,True,2000,ok
all,hek293t,cnn(3|3),sequence_ctcf,sequence_ctcf_rrbs,-0.045994825661182404,-0.012750345282256603,True,2000,ok
all,hek293t,cnn(3|3),sequence_dnase,sequence_ctcf_dnase,-0.01664767600595951,0.028115585446357727,False,2000,ok
