cell_line,environment,split_type,model,C18_abs,pos18_total_abs,C18_share_within_pos18
hct116,sequence_ctcf_dnase_rrbs,single,linear,33397778243.75545,100193334731.10124,0.33333333333388265
hct116,sequence_ctcf_dnase_rrbs,single,mlp,0.019918049,0.0351156577,0.5672127564906752
hct116,sequence_ctcf_dnase_rrbs,single,transformer,0.0855130702257156,0.3420522809028624,0.25
hct116,sequence_ctcf_dnase_rrbs,single,xgboost,0.0268382132053375,0.040200015297159504,0.6676169898680079
hct116,sequence_ctcf_h3k4me3,all,cnn,0.0339501532725988,0.1279615731909867,0.2653152225780088
hct116,sequence_ctcf_h3k4me3,all,linear,656552471.609631,1969657414.6680405,0.33333333336055504
hct116,sequence_ctcf_h3k4me3,all,mlp,0.018756155,0.0342678429,0.547339821030871
hct116,sequence_ctcf_h3k4me3,all,transformer,0.0663881599903106,0.2655526399612424,0.25
hct116,sequence_ctcf_h3k4me3,all,xgboost,0.026933142915368,0.039623756194487,0.6797221036584944
hct116,sequence_ctcf_h3k4me3,single,cnn,0.0339501532725988,0.1279615731909867,0.2653152225780088
hct116,sequence_ctcf_h3k4me3,single,linear,656552471.609631,1969657414.6680405,0.33333333336055504
hct116,sequence_ctcf_h3k4me3,single,mlp,0.018756155,0.0342678429,0.547339821030871
hct116,sequence_ctcf_h3k4me3,single,transformer,0.0663881599903106,0.2655526399612424,0.25
hct116,sequence_ctcf_h3k4me3,single,xgboost,0.026933142915368,0.039623756194487,0.6797221036584944
hct116,sequence_ctcf_h3k4me3_rrbs,all,cnn,0.0209695510566233,0.09130274900235201,0.22967053331639678
hct116,sequence_ctcf_h3k4me3_rrbs,all,linear,5078885003.453119,15236655010.523792,0.33333333332973597
hct116,sequence_ctcf_h3k4me3_rrbs,all,mlp,0.01803794,0.0324402674,0.5560354906322381
hct116,sequence_ctcf_h3k4me3_rrbs,all,transformer,0.0659724250435829,0.2638897001743316,0.25
hct116,sequence_ctcf_h3k4me3_rrbs,all,xgboost,0.0261759310960769,0.0402763765305279,0.6499077958573701
hct116,sequence_ctcf_h3k4me3_rrbs,single,cnn,0.0209695510566233,0.09130274900235201,0.22967053331639678
hct116,sequence_ctcf_h3k4me3_rrbs,single,linear,5078885003.453119,15236655010.523792,0.33333333332973597
hct116,sequence_ctcf_h3k4me3_rrbs,single,mlp,0.01803794,0.0324402674,0.5560354906322381
hct116,sequence_ctcf_h3k4me3_rrbs,single,transformer,0.0659724250435829,0.2638897001743316,0.25
hct116,sequence_ctcf_h3k4me3_rrbs,single,xgboost,0.0261759310960769,0.0402763765305279,0.6499077958573701
hct116,sequence_ctcf_rrbs,all,cnn,0.0527925575152038,0.1491036275401707,0.35406621814738015
hct116,sequence_ctcf_rrbs,all,linear,76486448111.97629,229459344335.76385,0.333333333333573
hct116,sequence_ctcf_rrbs,all,mlp,0.017562205,0.0276615282,0.6348964118330961
hct116,sequence_ctcf_rrbs,all,transformer,0.0566209219396114,0.2264836877584456,0.25
hct116,sequence_ctcf_rrbs,all,xgboost,0.0262967441231012,0.040228283964097396,0.6536879412149497
hct116,sequence_ctcf_rrbs,single,cnn,0.0527925575152038,0.1491036275401707,0.35406621814738015
hct116,sequence_ctcf_rrbs,single,linear,76486448111.97629,229459344335.76385,0.333333333333573
hct116,sequence_ctcf_rrbs,single,mlp,0.017562205,0.0276615282,0.6348964118330961
hct116,sequence_ctcf_rrbs,single,transformer,0.0566209219396114,0.2264836877584456,0.25
hct116,sequence_ctcf_rrbs,single,xgboost,0.0262967441231012,0.040228283964097396,0.6536879412149497
hct116,sequence_dnase,all,cnn,0.0252774287946521,0.0789174898527558,0.3203019868195847
hct116,sequence_dnase,all,linear,36474664622.43129,109423993867.13167,0.3333333333338274
hct116,sequence_dnase,all,mlp,0.025215395,0.042721488200000005,0.5902274490522078
hct116,sequence_dnase,all,transformer,0.107088454067707,0.428353816270828,0.25
hct116,sequence_dnase,all,xgboost,0.0275474563241004,0.0412346564698962,0.6680656196132424
hct116,sequence_dnase,single,cnn,0.0252774287946521,0.0789174898527558,0.3203019868195847
hct116,sequence_dnase,single,linear,36474664622.43129,109423993867.13167,0.3333333333338274
hct116,sequence_dnase,single,mlp,0.025215395,0.042721488200000005,0.5902274490522078
hct116,sequence_dnase,single,transformer,0.107088454067707,0.428353816270828,0.25
hct116,sequence_dnase,single,xgboost,0.0275474563241004,0.0412346564698962,0.6680656196132424
hct116,sequence_dnase_h3k4me3,all,cnn,0.029392318334430297,0.10223264526575751,0.2875042336821461
hct116,sequence_dnase_h3k4me3,all,linear,8563298701.082057,25689896103.084015,0.33333333333543735
hct116,sequence_dnase_h3k4me3,all,mlp,0.018788854,0.034627705,0.5425959935837503
hct116,sequence_dnase_h3k4me3,all,transformer,0.0862980708479881,0.3451922833919524,0.25
hct116,sequence_dnase_h3k4me3,all,xgboost,0.0268281511962413,0.040507864439859806,0.6622948794566014
hct116,sequence_dnase_h3k4me3,single,cnn,0.029392318334430297,0.10223264526575751,0.2875042336821461
hct116,sequence_dnase_h3k4me3,single,linear,8563298701.082057,25689896103.084015,0.33333333333543735
hct116,sequence_dnase_h3k4me3,single,mlp,0.018788854,0.034627705,0.5425959935837503
hct116,sequence_dnase_h3k4me3,single,transformer,0.0862980708479881,0.3451922833919524,0.25
hct116,sequence_dnase_h3k4me3,single,xgboost,0.0268281511962413,0.040507864439859806,0.6622948794566014
hct116,sequence_dnase_h3k4me3_rrbs,all,cnn,0.0165474344976244,0.0599919197848061,0.2758277207494083
hct116,sequence_dnase_h3k4me3_rrbs,all,linear,367236530.4897604,1101709591.6349375,0.33333333328321235
hct116,sequence_dnase_h3k4me3_rrbs,all,mlp,0.020649914,0.0428415063,0.48200718843538887
hct116,sequence_dnase_h3k4me3_rrbs,all,transformer,0.0814719125628471,0.3258876502513884,0.25
hct116,sequence_dnase_h3k4me3_rrbs,all,xgboost,0.0268655624240636,0.0403720703907309,0.6654492118945605
hct116,sequence_dnase_h3k4me3_rrbs,single,cnn,0.0165474344976244,0.0599919197848061,0.2758277207494083
hct116,sequence_dnase_h3k4me3_rrbs,single,linear,367236530.4897604,1101709591.6349375,0.33333333328321235
hct116,sequence_dnase_h3k4me3_rrbs,single,mlp,0.020649914,0.0428415063,0.48200718843538887
hct116,sequence_dnase_h3k4me3_rrbs,single,transformer,0.0814719125628471,0.3258876502513884,0.25
hct116,sequence_dnase_h3k4me3_rrbs,single,xgboost,0.0268655624240636,0.0403720703907309,0.6654492118945605
hct116,sequence_dnase_rrbs,all,cnn,0.0249901474453507,0.1025780772324647,0.24362074353097377
hct116,sequence_dnase_rrbs,all,linear,973158491.5650424,2919475474.8609624,0.33333333331439896
hct116,sequence_dnase_rrbs,all,mlp,0.022893893,0.039650507,0.5773921882007712
hct116,sequence_dnase_rrbs,all,transformer,0.1042933091521263,0.4171732366085052,0.25
hct116,sequence_dnase_rrbs,all,xgboost,0.0278141796588897,0.0423274438362566,0.6571192856929572
hct116,sequence_dnase_rrbs,single,cnn,0.0249901474453507,0.1025780772324647,0.24362074353097377
hct116,sequence_dnase_rrbs,single,linear,973158491.5650424,2919475474.8609624,0.33333333331439896
hct116,sequence_dnase_rrbs,single,mlp,0.022893893,0.039650507,0.5773921882007712
hct116,sequence_dnase_rrbs,single,transformer,0.1042933091521263,0.4171732366085052,0.25
hct116,sequence_dnase_rrbs,single,xgboost,0.0278141796588897,0.0423274438362566,0.6571192856929572
hct116,sequence_h3k4me3,all,cnn,0.037116159684956004,0.1285835374146696,0.28865405658626375
hct116,sequence_h3k4me3,all,linear,29541933552.95545,88625800659.028,0.3333333333327253
hct116,sequence_h3k4me3,all,mlp,0.017747877,0.029717428599999998,0.5972211539190844
hct116,sequence_h3k4me3,all,transformer,0.0726255401968956,0.2905021607875824,0.25
hct116,sequence_h3k4me3,all,xgboost,0.0260575357824563,0.039977916749194105,0.6517982401617158
hct116,sequence_h3k4me3,single,cnn,0.037116159684956004,0.1285835374146696,0.28865405658626375
hct116,sequence_h3k4me3,single,linear,29541933552.95545,88625800659.028,0.3333333333327253
hct116,sequence_h3k4me3,single,mlp,0.017747877,0.029717428599999998,0.5972211539190844
hct116,sequence_h3k4me3,single,transformer,0.0726255401968956,0.2905021607875824,0.25
hct116,sequence_h3k4me3,single,xgboost,0.0260575357824563,0.039977916749194105,0.6517982401617158
hct116,sequence_h3k4me3_rrbs,all,cnn,0.0230580996721981,0.0700427526608105,0.32920036400995556
hct116,sequence_h3k4me3_rrbs,all,linear,10126171295.89599,30378513887.522663,0.3333333333351472
hct116,sequence_h3k4me3_rrbs,all,mlp,0.018911922,0.031350632999999996,0.6032389202476391
hct116,sequence_h3k4me3_rrbs,all,transformer,0.0737757384777069,0.2951029539108276,0.25
hct116,sequence_h3k4me3_rrbs,all,xgboost,0.0269900318235158,0.0410165034700183,0.6580285870355725
hct116,sequence_h3k4me3_rrbs,single,cnn,0.0230580996721981,0.0700427526608105,0.32920036400995556
hct116,sequence_h3k4me3_rrbs,single,linear,10126171295.89599,30378513887.522663,0.3333333333351472
hct116,sequence_h3k4me3_rrbs,single,mlp,0.018911922,0.031350632999999996,0.6032389202476391
hct116,sequence_h3k4me3_rrbs,single,transformer,0.0737757384777069,0.2951029539108276,0.25
hct116,sequence_h3k4me3_rrbs,single,xgboost,0.0269900318235158,0.0410165034700183,0.6580285870355725
hct116,sequence_rrbs,all,cnn,0.0407861690036951,0.13969101570546588,0.2919741745574494
hct116,sequence_rrbs,all,linear,21422012338.16027,64266037014.31534,0.33333333333419163
hct116,sequence_rrbs,all,mlp,0.017511994,0.028758595599999996,0.6089307782470436
hct116,sequence_rrbs,all,transformer,0.0627007260918617,0.2508029043674468,0.25
hct116,sequence_rrbs,all,xgboost,0.0266851671040058,0.040714667411521,0.6554190123742658
hct116,sequence_rrbs,single,cnn,0.0407861690036951,0.13969101570546588,0.2919741745574494
hct116,sequence_rrbs,single,linear,21422012338.16027,64266037014.31534,0.33333333333419163
hct116,sequence_rrbs,single,mlp,0.017511994,0.028758595599999996,0.6089307782470436
hct116,sequence_rrbs,single,transformer,0.0627007260918617,0.2508029043674468,0.25
hct116,sequence_rrbs,single,xgboost,0.0266851671040058,0.040714667411521,0.6554190123742658
hek293t,all,all,cnn,0.019622316351160303,0.0466702745761716,0.42044570188106095
hek293t,all,all,linear,0.0242061144000683,0.0404316866030212,0.5986916805558028
hek293t,all,all,mlp,0.0031931787,0.0082886603,0.3852466604283445
hek293t,all,all,transformer,0.0765769854187965,0.306307941675186,0.25
hek293t,all,all,xgboost,0.0029271678067743,0.0078009527642278,0.37523208962335697
hek293t,all,single,cnn,0.019622316351160303,0.0466702745761716,0.42044570188106095
hek293t,all,single,linear,0.0242061144000683,0.0404316866030212,0.5986916805558028
hek293t,all,single,mlp,0.0031931787,0.0082886603,0.3852466604283445
hek293t,all,single,transformer,0.0765769854187965,0.306307941675186,0.25
hek293t,all,single,xgboost,0.0029271678067743,0.0078009527642278,0.37523208962335697
hek293t,sequence,all,cnn,0.013014204101636902,0.04204913979629,0.3094998890508849
hek293t,sequence,all,linear,0.0212473498593504,0.0342619820400163,0.620143628425657
hek293t,sequence,all,mlp,0.0016019221,0.008755968900000001,0.1829520088861896
hek293t,sequence,all,transformer,0.0807213559746742,0.3228854238986968,0.25
hek293t,sequence,all,xgboost,0.0029501751996576,0.007803499465808101,0.3780579741927478
hek293t,sequence,single,cnn,0.013014204101636902,0.04204913979629,0.3094998890508849
hek293t,sequence,single,linear,0.0212473498593504,0.0342619820400163,0.620143628425657
hek293t,sequence,single,mlp,0.0016019221,0.008755968900000001,0.1829520088861896
hek293t,sequence,single,transformer,0.0807213559746742,0.3228854238986968,0.25
hek293t,sequence,single,xgboost,0.0029501751996576,0.007803499465808101,0.3780579741927478
hek293t,sequence_ctcf,all,cnn,0.0068848974769934,0.028401324059813604,0.2424146656857865
hek293t,sequence_ctcf,all,linear,0.0227231912205823,0.0370543390083822,0.613239686057873
hek293t,sequence_ctcf,all,mlp,0.002275664,0.0084868218,0.26814089580624867
hek293t,sequence_ctcf,all,transformer,0.06313007324934,0.25252029299736,0.25
hek293t,sequence_ctcf,all,xgboost,0.0030749312136322,0.0077924978104418,0.3946014857407916
hek293t,sequence_ctcf,single,cnn,0.0068848974769934,0.028401324059813604,0.2424146656857865
hek293t,sequence_ctcf,single,linear,0.0227231912205823,0.0370543390083822,0.613239686057873
hek293t,sequence_ctcf,single,mlp,0.002275664,0.0084868218,0.26814089580624867
hek293t,sequence_ctcf,single,transformer,0.06313007324934,0.25252029299736,0.25
hek293t,sequence_ctcf,single,xgboost,0.0030749312136322,0.0077924978104418,0.3946014857407916
hek293t,sequence_ctcf_dnase,all,cnn,0.012401075917296,0.03619940765202,0.34257676358977646
hek293t,sequence_ctcf_dnase,all,linear,0.0227230817196344,0.037083800414001805,0.612749542009044
hek293t,sequence_ctcf_dnase,all,mlp,0.002534316,0.0068451660599999995,0.37023440743233044
hek293t,sequence_ctcf_dnase,all,transformer,0.1084163188934326,0.4336652755737304,0.25
hek293t,sequence_ctcf_dnase,all,xgboost,0.0030749312136322,0.0077924978104418,0.3946014857407916
hek293t,sequence_ctcf_dnase,single,cnn,0.012401075917296,0.03619940765202,0.34257676358977646
hek293t,sequence_ctcf_dnase,single,linear,0.0227230817196344,0.037083800414001805,0.612749542009044
hek293t,sequence_ctcf_dnase,single,mlp,0.002534316,0.0068451660599999995,0.37023440743233044
hek293t,sequence_ctcf_dnase,single,transformer,0.1084163188934326,0.4336652755737304,0.25
hek293t,sequence_ctcf_dnase,single,xgboost,0.0030749312136322,0.0077924978104418,0.3946014857407916
hek293t,sequence_ctcf_dnase_h3k4me3,all,cnn,0.0102656816598027,0.034453346859663204,0.29795890952531545
hek293t,sequence_ctcf_dnase_h3k4me3,all,linear,0.0229683705136028,0.0388021595153464,0.591935366497288
hek293t,sequence_ctcf_dnase_h3k4me3,all,mlp,0.0037063768,0.0085137828,0.43533842559385005
hek293t,sequence_ctcf_dnase_h3k4me3,all,transformer,0.0774005204439163,0.3096020817756652,0.25
hek293t,sequence_ctcf_dnase_h3k4me3,all,xgboost,0.0028760351706296,0.007364045421127101,0.3905509819885671
hek293t,sequence_ctcf_dnase_h3k4me3,single,cnn,0.0102656816598027,0.034453346859663204,0.29795890952531545
hek293t,sequence_ctcf_dnase_h3k4me3,single,linear,0.0229683705136028,0.0388021595153464,0.591935366497288
hek293t,sequence_ctcf_dnase_h3k4me3,single,mlp,0.0037063768,0.0085137828,0.43533842559385005
hek293t,sequence_ctcf_dnase_h3k4me3,single,transformer,0.0774005204439163,0.3096020817756652,0.25
hek293t,sequence_ctcf_dnase_h3k4me3,single,xgboost,0.0028760351706296,0.007364045421127101,0.3905509819885671
hek293t,sequence_ctcf_dnase_rrbs,all,cnn,0.011829962895717302,0.037355048407334196,0.31668980231851707
hek293t,sequence_ctcf_dnase_rrbs,all,linear,0.0238658362168842,0.0384911069205531,0.6200350711177016
hek293t,sequence_ctcf_dnase_rrbs,all,mlp,0.002584146,0.00712592353,0.362640153114301
hek293t,sequence_ctcf_dnase_rrbs,all,transformer,0.0977632254362106,0.3910529017448424,0.25
hek293t,sequence_ctcf_dnase_rrbs,all,xgboost,0.0029089911840856,0.0082862959243356,0.35106049924458194
hek293t,sequence_ctcf_dnase_rrbs,single,cnn,0.011829962895717302,0.037355048407334196,0.31668980231851707
hek293t,sequence_ctcf_dnase_rrbs,single,linear,0.0238658362168842,0.0384911069205531,0.6200350711177016
hek293t,sequence_ctcf_dnase_rrbs,single,mlp,0.002584146,0.00712592353,0.362640153114301
hek293t,sequence_ctcf_dnase_rrbs,single,transformer,0.0977632254362106,0.3910529017448424,0.25
hek293t,sequence_ctcf_dnase_rrbs,single,xgboost,0.0029089911840856,0.0082862959243356,0.35106049924458194
hek293t,sequence_ctcf_h3k4me3,all,cnn,0.0049812217475845005,0.0184821084258141,0.2695158816743652
hek293t,sequence_ctcf_h3k4me3,all,linear,0.022961544156163,0.0387366454284053,0.5927602636268929
hek293t,sequence_ctcf_h3k4me3,all,mlp,0.0026290552,0.0075265461,0.34930433761642676
hek293t,sequence_ctcf_h3k4me3,all,transformer,0.0961504355072975,0.38460174202919,0.25
hek293t,sequence_ctcf_h3k4me3,all,xgboost,0.0028760351706296,0.007364045421127101,0.3905509819885671
hek293t,sequence_ctcf_h3k4me3,single,cnn,0.0049812217475845005,0.0184821084258141,0.2695158816743652
hek293t,sequence_ctcf_h3k4me3,single,linear,0.022961544156163,0.0387366454284053,0.5927602636268929
hek293t,sequence_ctcf_h3k4me3,single,mlp,0.0026290552,0.0075265461,0.34930433761642676
hek293t,sequence_ctcf_h3k4me3,single,transformer,0.0961504355072975,0.38460174202919,0.25
hek293t,sequence_ctcf_h3k4me3,single,xgboost,0.0028760351706296,0.007364045421127101,0.3905509819885671
hek293t,sequence_ctcf_h3k4me3_rrbs,all,cnn,0.014121763466391499,0.0401191373239265,0.3519956910431739
hek293t,sequence_ctcf_h3k4me3_rrbs,all,linear,0.0242443846666636,0.0405009720213966,0.5986124148787176
hek293t,sequence_ctcf_h3k4me3_rrbs,all,mlp,0.001249977,0.005989558600000001,0.20869267394762608
hek293t,sequence_ctcf_h3k4me3_rrbs,all,transformer,0.0920703262090683,0.3682813048362732,0.25
hek293t,sequence_ctcf_h3k4me3_rrbs,all,xgboost,0.0029271678067743,0.0078009527642278,0.37523208962335697
hek293t,sequence_ctcf_h3k4me3_rrbs,single,cnn,0.014121763466391499,0.0401191373239265,0.3519956910431739
hek293t,sequence_ctcf_h3k4me3_rrbs,single,linear,0.0242443846666636,0.0405009720213966,0.5986124148787176
hek293t,sequence_ctcf_h3k4me3_rrbs,single,mlp,0.001249977,0.005989558600000001,0.20869267394762608
hek293t,sequence_ctcf_h3k4me3_rrbs,single,transformer,0.0920703262090683,0.3682813048362732,0.25
hek293t,sequence_ctcf_h3k4me3_rrbs,single,xgboost,0.0029271678067743,0.0078009527642278,0.37523208962335697
hek293t,sequence_ctcf_rrbs,all,cnn,0.018474112148396497,0.0524537239689373,0.3521982950025956
hek293t,sequence_ctcf_rrbs,all,linear,0.0238986480951673,0.0385655646443491,0.6196887901307857
hek293t,sequence_ctcf_rrbs,all,mlp,0.0023857963,0.0082183821,0.29029999712473825
hek293t,sequence_ctcf_rrbs,all,transformer,0.0643532276153564,0.2574129104614256,0.25
hek293t,sequence_ctcf_rrbs,all,xgboost,0.0029089911840856,0.0082862959243356,0.35106049924458194
hek293t,sequence_ctcf_rrbs,single,cnn,0.018474112148396497,0.0524537239689373,0.3521982950025956
hek293t,sequence_ctcf_rrbs,single,linear,0.0238986480951673,0.0385655646443491,0.6196887901307857
hek293t,sequence_ctcf_rrbs,single,mlp,0.0023857963,0.0082183821,0.29029999712473825
hek293t,sequence_ctcf_rrbs,single,transformer,0.0643532276153564,0.2574129104614256,0.25
hek293t,sequence_ctcf_rrbs,single,xgboost,0.0029089911840856,0.0082862959243356,0.35106049924458194
hek293t,sequence_dnase,all,cnn,0.0036838240339419,0.0218555244500743,0.16855344937418681
hek293t,sequence_dnase,all,linear,0.0212133755397182,0.0342678604838148,0.6190458126131797
hek293t,sequence_dnase,all,mlp,0.0031039543,0.007095730129999999,0.43743973391502144
hek293t,sequence_dnase,all,transformer,0.075657807290554,0.302631229162216,0.25
hek293t,sequence_dnase,all,xgboost,0.0029501751996576,0.007803499465808101,0.3780579741927478
hek293t,sequence_dnase,single,cnn,0.0036838240339419,0.0218555244500743,0.16855344937418681
hek293t,sequence_dnase,single,linear,0.0212133755397182,0.0342678604838148,0.6190458126131797
hek293t,sequence_dnase,single,mlp,0.0031039543,0.007095730129999999,0.43743973391502144
hek293t,sequence_dnase,single,transformer,0.075657807290554,0.302631229162216,0.25
hek293t,sequence_dnase,single,xgboost,0.0029501751996576,0.007803499465808101,0.3780579741927478
hek293t,sequence_dnase_h3k4me3,all,cnn,0.0047000910853966,0.0155180652509438,0.3028786778113814
hek293t,sequence_dnase_h3k4me3,all,linear,0.0211598487727869,0.035032196099945095,0.6040114845332252
hek293t,sequence_dnase_h3k4me3,all,mlp,0.0028023727,0.005977151,0.4688475663405525
hek293t,sequence_dnase_h3k4me3,all,transformer,0.0762998983263969,0.3051995933055876,0.25
hek293t,sequence_dnase_h3k4me3,all,xgboost,0.0031414846889674,0.0079063315642996,0.39733783783525095
hek293t,sequence_dnase_h3k4me3,single,cnn,0.0047000910853966,0.0155180652509438,0.3028786778113814
hek293t,sequence_dnase_h3k4me3,single,linear,0.0211598487727869,0.035032196099945095,0.6040114845332252
hek293t,sequence_dnase_h3k4me3,single,mlp,0.0028023727,0.005977151,0.4688475663405525
hek293t,sequence_dnase_h3k4me3,single,transformer,0.0762998983263969,0.3051995933055876,0.25
hek293t,sequence_dnase_h3k4me3,single,xgboost,0.0031414846889674,0.0079063315642996,0.39733783783525095
hek293t,sequence_dnase_h3k4me3_rrbs,all,cnn,0.0057732698041945,0.022775220975744803,0.25348907965999223
hek293t,sequence_dnase_h3k4me3_rrbs,all,linear,0.0219994817971685,0.0359483057105551,0.6119754843052043
hek293t,sequence_dnase_h3k4me3_rrbs,all,mlp,0.0028724303,0.0062182969400000005,0.4619319932315744
hek293t,sequence_dnase_h3k4me3_rrbs,all,transformer,0.0762174353003501,0.3048697412014004,0.25
hek293t,sequence_dnase_h3k4me3_rrbs,all,xgboost,0.0034994871821254,0.0079054613015612,0.4426670435328433
hek293t,sequence_dnase_h3k4me3_rrbs,single,cnn,0.0057732698041945,0.022775220975744803,0.25348907965999223
hek293t,sequence_dnase_h3k4me3_rrbs,single,linear,0.0219994817971685,0.0359483057105551,0.6119754843052043
hek293t,sequence_dnase_h3k4me3_rrbs,single,mlp,0.0028724303,0.0062182969400000005,0.4619319932315744
hek293t,sequence_dnase_h3k4me3_rrbs,single,transformer,0.0762174353003501,0.3048697412014004,0.25
hek293t,sequence_dnase_h3k4me3_rrbs,single,xgboost,0.0034994871821254,0.0079054613015612,0.4426670435328433
hek293t,sequence_dnase_rrbs,all,cnn,0.004990975023247199,0.0197398095042439,0.25283805409440147
hek293t,sequence_dnase_rrbs,all,linear,0.0220489797423671,0.0352135817902538,0.6261498723333416
hek293t,sequence_dnase_rrbs,all,mlp,0.0032329683,0.00746057884,0.43334014281390526
hek293t,sequence_dnase_rrbs,all,transformer,0.0668564736843109,0.2674258947372436,0.25
hek293t,sequence_dnase_rrbs,all,xgboost,0.0031974439043551,0.0076798219815826,0.41634349233915374
hek293t,sequence_dnase_rrbs,single,cnn,0.004990975023247199,0.0197398095042439,0.25283805409440147
hek293t,sequence_dnase_rrbs,single,linear,0.0220489797423671,0.0352135817902538,0.6261498723333416
