cell_line,environment,region,model,mean_norm_attribution
hct116,sequence_ctcf_dnase,PAM (21-23),cnn,0.11908890610193915
hct116,sequence_ctcf_dnase,PAM-distal (1-8),linear,0.002042520360874674
hct116,sequence_ctcf_dnase,seed core (9-16),linear,0.00010411764236344593
hct116,sequence_ctcf_dnase,PAM-proximal seed (17-20),linear,0.8067901805227742
hct116,sequence_ctcf_dnase,PAM (21-23),linear,0.1910631814739877
hct116,sequence_ctcf_dnase,PAM-distal (1-8),mlp,0.31234129834704194
hct116,sequence_ctcf_dnase,seed core (9-16),mlp,0.35574794072473637
hct116,sequence_ctcf_dnase,PAM-proximal seed (17-20),mlp,0.2059116613137733
hct116,sequence_ctcf_dnase,PAM (21-23),mlp,0.12599909961444852
hct116,sequence_ctcf_dnase,PAM-distal (1-8),transformer,0.26853515864129873
hct116,sequence_ctcf_dnase,seed core (9-16),transformer,0.2155635187007259
hct116,sequence_ctcf_dnase,PAM-proximal seed (17-20),transformer,0.3769504474007074
hct116,sequence_ctcf_dnase,PAM (21-23),transformer,0.13895087525726804
hct116,sequence_ctcf_dnase,PAM-distal (1-8),xgboost,0.28665282075428256
hct116,sequence_ctcf_dnase,seed core (9-16),xgboost,0.3342133799036762
hct116,sequence_ctcf_dnase,PAM-proximal seed (17-20),xgboost,0.3382255132924911
hct116,sequence_ctcf_dnase,PAM (21-23),xgboost,0.040908286049550185
hct116,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),cnn,0.3385397631843956
hct116,sequence_ctcf_dnase_h3k4me3,seed core (9-16),cnn,0.3418976611383706
hct116,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),cnn,0.19572683448208525
hct116,sequence_ctcf_dnase_h3k4me3,PAM (21-23),cnn,0.12383574119514848
hct116,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),linear,0.009774169852079084
hct116,sequence_ctcf_dnase_h3k4me3,seed core (9-16),linear,0.00025524678730530536
hct116,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),linear,0.8060771086621539
hct116,sequence_ctcf_dnase_h3k4me3,PAM (21-23),linear,0.18389347469846168
hct116,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),mlp,0.3008375035150047
hct116,sequence_ctcf_dnase_h3k4me3,seed core (9-16),mlp,0.34731509515760434
hct116,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),mlp,0.23233896198848258
hct116,sequence_ctcf_dnase_h3k4me3,PAM (21-23),mlp,0.11950843933890828
hct116,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),transformer,0.27909130532035137
hct116,sequence_ctcf_dnase_h3k4me3,seed core (9-16),transformer,0.17529898836394034
hct116,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),transformer,0.38249260848261274
hct116,sequence_ctcf_dnase_h3k4me3,PAM (21-23),transformer,0.16311709783309555
hct116,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),xgboost,0.2725609100957682
hct116,sequence_ctcf_dnase_h3k4me3,seed core (9-16),xgboost,0.33803499245280205
hct116,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),xgboost,0.34722424697044135
hct116,sequence_ctcf_dnase_h3k4me3,PAM (21-23),xgboost,0.042179850480988386
hct116,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),cnn,0.3393123748521033
hct116,sequence_ctcf_dnase_rrbs,seed core (9-16),cnn,0.3355536976406829
hct116,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),cnn,0.2006253752083831
hct116,sequence_ctcf_dnase_rrbs,PAM (21-23),cnn,0.12450855229883057
hct116,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),linear,0.00016460715334451573
hct116,sequence_ctcf_dnase_rrbs,seed core (9-16),linear,8.404290913553452e-10
hct116,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),linear,0.8212553620294141
hct116,sequence_ctcf_dnase_rrbs,PAM (21-23),linear,0.17858002997681244
hct116,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),mlp,0.2953843996671081
hct116,sequence_ctcf_dnase_rrbs,seed core (9-16),mlp,0.3542595588878716
hct116,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),mlp,0.22215804180216397
hct116,sequence_ctcf_dnase_rrbs,PAM (21-23),mlp,0.12819799964285628
hct116,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),transformer,0.2644944318149062
hct116,sequence_ctcf_dnase_rrbs,seed core (9-16),transformer,0.23045466311444537
hct116,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),transformer,0.3675499361923529
hct116,sequence_ctcf_dnase_rrbs,PAM (21-23),transformer,0.1375009688782956
hct116,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),xgboost,0.2666926060766698
hct116,sequence_ctcf_dnase_rrbs,seed core (9-16),xgboost,0.32079151635303094
hct116,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),xgboost,0.37251164134918646
hct116,sequence_ctcf_dnase_rrbs,PAM (21-23),xgboost,0.04000423622111294
hct116,sequence_ctcf_h3k4me3,PAM-distal (1-8),cnn,0.3434294326922157
hct116,sequence_ctcf_h3k4me3,seed core (9-16),cnn,0.34801670863904477
hct116,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),cnn,0.19657108308377894
hct116,sequence_ctcf_h3k4me3,PAM (21-23),cnn,0.11198277558496054
hct116,sequence_ctcf_h3k4me3,PAM-distal (1-8),linear,0.26833138266318063
hct116,sequence_ctcf_h3k4me3,seed core (9-16),linear,0.0010353229027979269
hct116,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),linear,0.3983268696789719
hct116,sequence_ctcf_h3k4me3,PAM (21-23),linear,0.33230642475504957
hct116,sequence_ctcf_h3k4me3,PAM-distal (1-8),mlp,0.28383703025765505
hct116,sequence_ctcf_h3k4me3,seed core (9-16),mlp,0.3511001310107711
hct116,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),mlp,0.23668725864473483
hct116,sequence_ctcf_h3k4me3,PAM (21-23),mlp,0.12837558008683891
hct116,sequence_ctcf_h3k4me3,PAM-distal (1-8),transformer,0.2755525275319528
hct116,sequence_ctcf_h3k4me3,seed core (9-16),transformer,0.27012892194105814
hct116,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),transformer,0.3246561570538672
hct116,sequence_ctcf_h3k4me3,PAM (21-23),transformer,0.1296623934731217
hct116,sequence_ctcf_h3k4me3,PAM-distal (1-8),xgboost,0.2764517101445878
hct116,sequence_ctcf_h3k4me3,seed core (9-16),xgboost,0.33499149609280976
hct116,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),xgboost,0.3470917594531979
hct116,sequence_ctcf_h3k4me3,PAM (21-23),xgboost,0.04146503430940441
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),cnn,0.340565764572789
hct116,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),cnn,0.3380151141226323
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),cnn,0.1963617601622823
hct116,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),cnn,0.12505736114229637
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),linear,0.37356036286922883
hct116,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),linear,0.0009015276824803114
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),linear,0.39683547850346257
hct116,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),linear,0.22870263094482815
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),mlp,0.299997575597134
hct116,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),mlp,0.3363648067465811
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),mlp,0.22921110343797707
hct116,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),mlp,0.13442651421830776
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),transformer,0.26086351806097263
hct116,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),transformer,0.2743629009248066
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),transformer,0.330942841497214
hct116,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),transformer,0.13383073951700675
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),xgboost,0.2714950723543784
hct116,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),xgboost,0.3277311454045869
hct116,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),xgboost,0.35977706255920283
hct116,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),xgboost,0.04099671968183179
hct116,sequence_ctcf_rrbs,PAM-distal (1-8),cnn,0.33783046501749653
hct116,sequence_ctcf_rrbs,seed core (9-16),cnn,0.35348657885757256
hct116,sequence_ctcf_rrbs,PAM-proximal seed (17-20),cnn,0.1904384842927918
hct116,sequence_ctcf_rrbs,PAM (21-23),cnn,0.11824447183213904
hct116,sequence_ctcf_rrbs,PAM-distal (1-8),linear,0.03859704342345819
hct116,sequence_ctcf_rrbs,seed core (9-16),linear,0.0002154807470904808
hct116,sequence_ctcf_rrbs,PAM-proximal seed (17-20),linear,0.4266066090023223
hct116,sequence_ctcf_rrbs,PAM (21-23),linear,0.534580866827129
hct116,sequence_ctcf_rrbs,PAM-distal (1-8),mlp,0.3006689012299144
hct116,sequence_ctcf_rrbs,seed core (9-16),mlp,0.33325009828117635
hct116,sequence_ctcf_rrbs,PAM-proximal seed (17-20),mlp,0.22236837895125033
hct116,sequence_ctcf_rrbs,PAM (21-23),mlp,0.14371262153765876
hct116,sequence_ctcf_rrbs,PAM-distal (1-8),transformer,0.2520354558112944
hct116,sequence_ctcf_rrbs,seed core (9-16),transformer,0.25140375214405114
hct116,sequence_ctcf_rrbs,PAM-proximal seed (17-20),transformer,0.3523850006660611
hct116,sequence_ctcf_rrbs,PAM (21-23),transformer,0.14417579137859315
hct116,sequence_ctcf_rrbs,PAM-distal (1-8),xgboost,0.2628251024688897
hct116,sequence_ctcf_rrbs,seed core (9-16),xgboost,0.3180160707033911
hct116,sequence_ctcf_rrbs,PAM-proximal seed (17-20),xgboost,0.377121835243067
hct116,sequence_ctcf_rrbs,PAM (21-23),xgboost,0.04203699158465222
hct116,sequence_dnase,PAM-distal (1-8),cnn,0.34390106927058883
hct116,sequence_dnase,seed core (9-16),cnn,0.3427493441796586
hct116,sequence_dnase,PAM-proximal seed (17-20),cnn,0.19113062105454978
hct116,sequence_dnase,PAM (21-23),cnn,0.12221896549520284
hct116,sequence_dnase,PAM-distal (1-8),linear,0.024385726996644222
hct116,sequence_dnase,seed core (9-16),linear,4.5095944776320695e-05
hct116,sequence_dnase,PAM-proximal seed (17-20),linear,0.7988528190894231
hct116,sequence_dnase,PAM (21-23),linear,0.17671635796915647
hct116,sequence_dnase,PAM-distal (1-8),mlp,0.3196965385589403
hct116,sequence_dnase,seed core (9-16),mlp,0.3454897400961484
hct116,sequence_dnase,PAM-proximal seed (17-20),mlp,0.22950792967246808
hct116,sequence_dnase,PAM (21-23),mlp,0.1053057916724431
hct116,sequence_dnase,PAM-distal (1-8),transformer,0.21688769348797882
hct116,sequence_dnase,seed core (9-16),transformer,0.3301760574614145
hct116,sequence_dnase,PAM-proximal seed (17-20),transformer,0.3327499617582791
hct116,sequence_dnase,PAM (21-23),transformer,0.12018628729232755
hct116,sequence_dnase,PAM-distal (1-8),xgboost,0.26865057080824756
hct116,sequence_dnase,seed core (9-16),xgboost,0.33487842853098737
hct116,sequence_dnase,PAM-proximal seed (17-20),xgboost,0.3567263882422377
hct116,sequence_dnase,PAM (21-23),xgboost,0.039744612418527454
hct116,sequence_dnase_h3k4me3,PAM-distal (1-8),cnn,0.3301951963967646
hct116,sequence_dnase_h3k4me3,seed core (9-16),cnn,0.3497724730450212
hct116,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),cnn,0.19571709285382446
hct116,sequence_dnase_h3k4me3,PAM (21-23),cnn,0.12431523770438979
hct116,sequence_dnase_h3k4me3,PAM-distal (1-8),linear,0.03523124260736028
hct116,sequence_dnase_h3k4me3,seed core (9-16),linear,0.00045866537686841487
hct116,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),linear,0.7875456831270018
hct116,sequence_dnase_h3k4me3,PAM (21-23),linear,0.1767644088887696
hct116,sequence_dnase_h3k4me3,PAM-distal (1-8),mlp,0.3056371597392816
hct116,sequence_dnase_h3k4me3,seed core (9-16),mlp,0.351312852318852
hct116,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),mlp,0.24961634406426908
hct116,sequence_dnase_h3k4me3,PAM (21-23),mlp,0.09343364387759742
hct116,sequence_dnase_h3k4me3,PAM-distal (1-8),transformer,0.30617216504546707
hct116,sequence_dnase_h3k4me3,seed core (9-16),transformer,0.23631731295415576
hct116,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),transformer,0.3149702998137022
hct116,sequence_dnase_h3k4me3,PAM (21-23),transformer,0.14254022218667506
hct116,sequence_dnase_h3k4me3,PAM-distal (1-8),xgboost,0.2612892823410974
hct116,sequence_dnase_h3k4me3,seed core (9-16),xgboost,0.33290100470092027
hct116,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),xgboost,0.3667842410255815
hct116,sequence_dnase_h3k4me3,PAM (21-23),xgboost,0.03902547193240098
hct116,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),cnn,0.33827936312682605
hct116,sequence_dnase_h3k4me3_rrbs,seed core (9-16),cnn,0.33720453714805254
hct116,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),cnn,0.2016274849642695
hct116,sequence_dnase_h3k4me3_rrbs,PAM (21-23),cnn,0.12288861476085186
hct116,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),linear,0.0038842353617729412
hct116,sequence_dnase_h3k4me3_rrbs,seed core (9-16),linear,0.00033090418396405056
hct116,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),linear,0.8093332308775829
hct116,sequence_dnase_h3k4me3_rrbs,PAM (21-23),linear,0.18645162957668016
hct116,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),mlp,0.30498453639443834
hct116,sequence_dnase_h3k4me3_rrbs,seed core (9-16),mlp,0.3541610431778135
hct116,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),mlp,0.24194173624186796
hct116,sequence_dnase_h3k4me3_rrbs,PAM (21-23),mlp,0.0989126841858801
hct116,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),transformer,0.25218421457734225
hct116,sequence_dnase_h3k4me3_rrbs,seed core (9-16),transformer,0.2524623982761796
hct116,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),transformer,0.335702867335758
hct116,sequence_dnase_h3k4me3_rrbs,PAM (21-23),transformer,0.15965051981072012
hct116,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),xgboost,0.26024079672426675
hct116,sequence_dnase_h3k4me3_rrbs,seed core (9-16),xgboost,0.3282912920770772
hct116,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),xgboost,0.37411982916209824
hct116,sequence_dnase_h3k4me3_rrbs,PAM (21-23),xgboost,0.037348082036557685
hct116,sequence_dnase_rrbs,PAM-distal (1-8),cnn,0.3315414817612484
hct116,sequence_dnase_rrbs,seed core (9-16),cnn,0.34061412399705043
hct116,sequence_dnase_rrbs,PAM-proximal seed (17-20),cnn,0.19951044280809807
hct116,sequence_dnase_rrbs,PAM (21-23),cnn,0.12833395143360302
hct116,sequence_dnase_rrbs,PAM-distal (1-8),linear,0.4310536238763298
hct116,sequence_dnase_rrbs,seed core (9-16),linear,0.22378553504272763
hct116,sequence_dnase_rrbs,PAM-proximal seed (17-20),linear,0.15889612594385571
hct116,sequence_dnase_rrbs,PAM (21-23),linear,0.18626471513708698
hct116,sequence_dnase_rrbs,PAM-distal (1-8),mlp,0.3252969023035541
hct116,sequence_dnase_rrbs,seed core (9-16),mlp,0.3433815650719707
hct116,sequence_dnase_rrbs,PAM-proximal seed (17-20),mlp,0.23967232028665592
hct116,sequence_dnase_rrbs,PAM (21-23),mlp,0.09164921233781922
hct116,sequence_dnase_rrbs,PAM-distal (1-8),transformer,0.21471761222978447
hct116,sequence_dnase_rrbs,seed core (9-16),transformer,0.32372083349164127
hct116,sequence_dnase_rrbs,PAM-proximal seed (17-20),transformer,0.32557661419936407
hct116,sequence_dnase_rrbs,PAM (21-23),transformer,0.13598494007920997
hct116,sequence_dnase_rrbs,PAM-distal (1-8),xgboost,0.2652670737202201
hct116,sequence_dnase_rrbs,seed core (9-16),xgboost,0.3307390678668442
hct116,sequence_dnase_rrbs,PAM-proximal seed (17-20),xgboost,0.36329073267120926
hct116,sequence_dnase_rrbs,PAM (21-23),xgboost,0.040703125741726354
hct116,sequence_h3k4me3,PAM-distal (1-8),cnn,0.3461392944994395
hct116,sequence_h3k4me3,seed core (9-16),cnn,0.34058602125189674
hct116,sequence_h3k4me3,PAM-proximal seed (17-20),cnn,0.19128250199111704
hct116,sequence_h3k4me3,PAM (21-23),cnn,0.12199218225754671
hct116,sequence_h3k4me3,PAM-distal (1-8),linear,0.15979831875338157
hct116,sequence_h3k4me3,seed core (9-16),linear,0.11741361196896334
hct116,sequence_h3k4me3,PAM-proximal seed (17-20),linear,0.5664142507221714
hct116,sequence_h3k4me3,PAM (21-23),linear,0.15637381855548382
hct116,sequence_h3k4me3,PAM-distal (1-8),mlp,0.3001301129074968
hct116,sequence_h3k4me3,seed core (9-16),mlp,0.3537393346065601
hct116,sequence_h3k4me3,PAM-proximal seed (17-20),mlp,0.25101596786182284
hct116,sequence_h3k4me3,PAM (21-23),mlp,0.09511458462412019
hct116,sequence_h3k4me3,PAM-distal (1-8),transformer,0.2635672638053467
hct116,sequence_h3k4me3,seed core (9-16),transformer,0.30879407848083257
hct116,sequence_h3k4me3,PAM-proximal seed (17-20),transformer,0.30057722721662006
hct116,sequence_h3k4me3,PAM (21-23),transformer,0.12706143049720078
hct116,sequence_h3k4me3,PAM-distal (1-8),xgboost,0.2675097517921326
hct116,sequence_h3k4me3,seed core (9-16),xgboost,0.330330965513534
hct116,sequence_h3k4me3,PAM-proximal seed (17-20),xgboost,0.36171365346506823
hct116,sequence_h3k4me3,PAM (21-23),xgboost,0.040445629229265284
hct116,sequence_h3k4me3_rrbs,PAM-distal (1-8),cnn,0.3414954647567027
hct116,sequence_h3k4me3_rrbs,seed core (9-16),cnn,0.3436453116394843
hct116,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),cnn,0.18990633280663263
hct116,sequence_h3k4me3_rrbs,PAM (21-23),cnn,0.1249528907971803
hct116,sequence_h3k4me3_rrbs,PAM-distal (1-8),linear,0.16082493749816396
hct116,sequence_h3k4me3_rrbs,seed core (9-16),linear,0.15893124573907552
hct116,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),linear,0.5409407996443287
hct116,sequence_h3k4me3_rrbs,PAM (21-23),linear,0.1393030171184318
hct116,sequence_h3k4me3_rrbs,PAM-distal (1-8),mlp,0.2918485738942589
hct116,sequence_h3k4me3_rrbs,seed core (9-16),mlp,0.32524056591278994
hct116,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),mlp,0.2795823490093422
hct116,sequence_h3k4me3_rrbs,PAM (21-23),mlp,0.10332851118360892
hct116,sequence_h3k4me3_rrbs,PAM-distal (1-8),transformer,0.2799340962451137
hct116,sequence_h3k4me3_rrbs,seed core (9-16),transformer,0.27924889671204056
hct116,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),transformer,0.2923866897275866
hct116,sequence_h3k4me3_rrbs,PAM (21-23),transformer,0.14843031731525916
hct116,sequence_h3k4me3_rrbs,PAM-distal (1-8),xgboost,0.2664085319329377
hct116,sequence_h3k4me3_rrbs,seed core (9-16),xgboost,0.3294563468108712
hct116,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),xgboost,0.3669045042268302
hct116,sequence_h3k4me3_rrbs,PAM (21-23),xgboost,0.03723061702936096
hct116,sequence_rrbs,PAM-distal (1-8),cnn,0.34159260148285003
hct116,sequence_rrbs,seed core (9-16),cnn,0.34155014888091495
hct116,sequence_rrbs,PAM-proximal seed (17-20),cnn,0.19154456920606783
hct116,sequence_rrbs,PAM (21-23),cnn,0.12531268043016705
hct116,sequence_rrbs,PAM-distal (1-8),linear,0.22447304193772732
hct116,sequence_rrbs,seed core (9-16),linear,7.19671306651833e-09
hct116,sequence_rrbs,PAM-proximal seed (17-20),linear,0.4052130647659843
hct116,sequence_rrbs,PAM (21-23),linear,0.3703138860995754
hct116,sequence_rrbs,PAM-distal (1-8),mlp,0.3069387772651273
hct116,sequence_rrbs,seed core (9-16),mlp,0.34073069793704464
hct116,sequence_rrbs,PAM-proximal seed (17-20),mlp,0.2575507213874805
hct116,sequence_rrbs,PAM (21-23),mlp,0.09477980341034772
hct116,sequence_rrbs,PAM-distal (1-8),transformer,0.22744581284948656
hct116,sequence_rrbs,seed core (9-16),transformer,0.27228160553169733
hct116,sequence_rrbs,PAM-proximal seed (17-20),transformer,0.35883739992360697
hct116,sequence_rrbs,PAM (21-23),transformer,0.1414351816952092
hct116,sequence_rrbs,PAM-distal (1-8),xgboost,0.2621798817352007
hct116,sequence_rrbs,seed core (9-16),xgboost,0.32978721026482677
hct116,sequence_rrbs,PAM-proximal seed (17-20),xgboost,0.3700768464629817
hct116,sequence_rrbs,PAM (21-23),xgboost,0.03795606153699081
hek293t,all,PAM-distal (1-8),cnn,0.3401266000854264
hek293t,all,seed core (9-16),cnn,0.3498064474029715
hek293t,all,PAM-proximal seed (17-20),cnn,0.19958841094400878
hek293t,all,PAM (21-23),cnn,0.11047854156759326
hek293t,all,PAM-distal (1-8),linear,0.49878619191030404
hek293t,all,seed core (9-16),linear,0.20689810259619396
hek293t,all,PAM-proximal seed (17-20),linear,0.15238138536614715
hek293t,all,PAM (21-23),linear,0.14193432012735474
hek293t,all,PAM-distal (1-8),mlp,0.3214970096231198
hek293t,all,seed core (9-16),mlp,0.3233761401966434
hek293t,all,PAM-proximal seed (17-20),mlp,0.22899498075681146
hek293t,all,PAM (21-23),mlp,0.12613186942342536
hek293t,all,PAM-distal (1-8),transformer,0.3007632716287105
hek293t,all,seed core (9-16),transformer,0.2723587477383732
hek293t,all,PAM-proximal seed (17-20),transformer,0.3124713722868291
hek293t,all,PAM (21-23),transformer,0.1144066083460871
hek293t,all,PAM-distal (1-8),xgboost,0.27077869369633367
hek293t,all,seed core (9-16),xgboost,0.34195433428637084
hek293t,all,PAM-proximal seed (17-20),xgboost,0.3210321971391069
hek293t,all,PAM (21-23),xgboost,0.0662347748781884
hek293t,sequence,PAM-distal (1-8),cnn,0.33673372151227887
hek293t,sequence,seed core (9-16),cnn,0.351126956498939
hek293t,sequence,PAM-proximal seed (17-20),cnn,0.2094024649597489
hek293t,sequence,PAM (21-23),cnn,0.10273685702903312
hek293t,sequence,PAM-distal (1-8),linear,0.6021703954366885
hek293t,sequence,seed core (9-16),linear,6.08487705379755e-13
hek293t,sequence,PAM-proximal seed (17-20),linear,8.992184946311866e-13
hek293t,sequence,PAM (21-23),linear,0.39782960456180383
hek293t,sequence,PAM-distal (1-8),mlp,0.30954280862692707
hek293t,sequence,seed core (9-16),mlp,0.3260749695424768
hek293t,sequence,PAM-proximal seed (17-20),mlp,0.2143703460013618
hek293t,sequence,PAM (21-23),mlp,0.1500118758292345
hek293t,sequence,PAM-distal (1-8),transformer,0.17337567493269718
