训练方式(split_type),细胞系(cell_line),环境配置(environment),模型(model),特征名(feature),显著性等级(significance),核心贡献指标值,信噪比(SNR/t_stat),FDR校正q值
all,hct116,all,cnn33,pos14_G,.,0.0105367554351687,0.8231948018074036,
all,hct116,all,cnn33,pos6_A,.,0.0105180647224187,0.8441118597984314,
all,hct116,all,cnn33,pos6_C,.,0.0105149867013096,0.8520599007606506,
all,hct116,all,cnn33,pos17_T,.,0.0105035696178674,0.8723427057266235,
all,hct116,all,cnn33,pos15_C,.,0.0104893948882818,0.8312971591949463,
all,hct116,all,cnn33,pos16_T,.,0.0104740187525749,0.907799482345581,
all,hct116,all,cnn33,pos15_G,.,0.0104658175259828,0.8291538953781128,
all,hct116,all,cnn33,pos17_C,.,0.0104614999145269,0.8407668471336365,
all,hct116,all,cnn33,pos2_C,.,0.010440545156598,0.8728466033935547,
all,hct116,all,cnn33,pos8_G,.,0.0104157924652099,0.843958854675293,
all,hct116,all,cnn33,pos5_G,.,0.0104049844667315,0.8412845134735107,
all,hct116,all,cnn33,pos17_G,.,0.0103534683585166,0.8549732565879822,
all,hct116,all,cnn33,pos9_A,.,0.0103409299626946,0.8457769155502319,
all,hct116,all,cnn33,pos3_G,.,0.0103201596066355,0.8915032148361206,
all,hct116,all,cnn33,pos13_A,.,0.0103086344897747,0.8359677791595459,
all,hct116,all,cnn33,pos13_G,.,0.0103084435686469,0.8516990542411804,
all,hct116,all,cnn33,pos17_A,.,0.0102924685925245,0.822512149810791,
all,hct116,all,cnn33,pos8_A,.,0.0102861486375331,0.8299537897109985,
all,hct116,all,cnn33,pos4_C,.,0.0102835847064852,0.8910533785820007,
all,hct116,all,cnn33,pos10_G,.,0.0102008283138275,0.854313850402832,
all,hct116,all,cnn33,pos7_A,.,0.0101968282833695,0.8516440391540527,
all,hct116,all,cnn33,pos9_G,.,0.0101787103340029,0.8484960198402405,
all,hct116,all,cnn33,pos9_C,.,0.0101363128051161,0.8884697556495667,
all,hct116,all,cnn33,pos5_C,.,0.0101326284930109,0.8328791260719299,
all,hct116,all,cnn33,pos11_A,.,0.0101260943338274,0.8458399176597595,
all,hct116,all,cnn33,pos11_C,.,0.0100711649283766,0.8719649910926819,
all,hct116,all,cnn33,pos7_C,.,0.0100559946149587,0.8473451137542725,
all,hct116,all,cnn33,pos14_C,.,0.0100335432216525,0.8607054352760315,
all,hct116,all,cnn33,pos4_A,.,0.0100242458283901,0.8009688854217529,
all,hct116,all,cnn33,pos18_T,.,0.0099938670173287,0.8797532320022583,
all,hct116,all,cnn33,pos8_C,.,0.0099922996014356,0.868527352809906,
all,hct116,all,cnn33,pos1_T,.,0.009991381317377,0.9548016786575316,
all,hct116,all,cnn33,pos11_G,.,0.00999073125422,0.8503668904304504,
all,hct116,all,cnn33,pos5_A,.,0.009987249970436,0.8121312856674194,
all,hct116,all,cnn33,pos13_C,.,0.0099844112992286,0.8443842530250549,
all,hct116,all,cnn33,pos14_A,.,0.0099504655227065,0.8408284187316895,
all,hct116,all,cnn33,pos12_C,.,0.0099469926208257,0.8708052635192871,
all,hct116,all,cnn33,pos10_C,.,0.0099153611809015,0.8724110722541809,
all,hct116,all,cnn33,pos10_A,.,0.0099112391471862,0.8401439189910889,
all,hct116,all,cnn33,pos12_G,.,0.0098765306174755,0.8413516879081726,
all,hct116,all,cnn33,pos21_T,.,0.0098218983039259,0.9954511523246764,
all,hct116,all,cnn33,pos2_A,.,0.0095128770917654,0.8151865005493164,
all,hct116,all,cnn33,pos21_G,.,0.0095038851723074,0.8989620804786682,
all,hct116,all,cnn33,pos4_G,.,0.0094236936420202,0.8699026107788086,
all,hct116,all,cnn33,pos20_A,.,0.0093839960172772,0.9282183051109314,
all,hct116,all,cnn33,pos1_G,.,0.0092905517667531,0.8994615077972412,
all,hct116,all,cnn33,pos23_A,.,0.0092707592993974,0.8746942281723022,
all,hct116,all,cnn33,pos2_RRBS,.,0.0091199884191155,1.0479212999343872,
all,hct116,all,cnn33,pos2_G,.,0.0089727342128753,0.8906024098396301,
all,hct116,all,cnn33,pos22_T,.,0.0083010997623205,0.9172214269638062,
all,hct116,all,cnn33,pos22_CTCF,.,0.008057290688157,1.0305408239364624,
all,hct116,all,cnn33,pos23_T,.,0.0069640721194446,0.8497136831283569,
all,hct116,all,cnn33,pos18_H3K4me3,.,0.006520077586174,1.1906466484069824,
all,hct116,all,cnn33,pos14_H3K4me3,.,0.0064928797073662,1.198562741279602,
all,hct116,all,cnn33,pos19_H3K4me3,.,0.0064865332096815,1.1841669082641602,
all,hct116,all,cnn33,pos12_H3K4me3,.,0.0064862184226512,1.1981201171875,
all,hct116,all,cnn33,pos16_H3K4me3,.,0.0064849415794014,1.1984347105026243,
all,hct116,all,cnn33,pos3_H3K4me3,.,0.0059952340088784,1.1458090543746948,
all,hct116,all,cnn33,pos22_RRBS,.,0.0059556025080382,1.099888563156128,
all,hct116,all,cnn33,pos22_H3K4me3,.,0.0058871381916105,1.1885838508605957,
all,hct116,all,cnn33,pos23_RRBS,.,0.0058702686801552,1.174662709236145,
all,hct116,all,cnn33,pos21_CTCF,.,0.0052878041751682,0.918467342853546,
all,hct116,all,cnn33,pos21_H3K4me3,.,0.0052497922442853,1.135102152824402,
all,hct116,all,cnn33,pos2_CTCF,.,0.0046551106497645,1.1591572761535645,
all,hct116,all,cnn33,pos22_Dnase,.,0.0037472911644726,0.9925811886787416,
all,hct116,all,cnn33,pos17_RRBS,.,0.0037193358875811,0.9439069032669068,
all,hct116,all,cnn33,pos13_RRBS,.,0.0037138485349714,0.9429064393043518,
all,hct116,all,cnn33,pos19_RRBS,.,0.003707509022206,0.9172857999801636,
all,hct116,all,cnn33,pos7_RRBS,.,0.0037005695048719,0.968904674053192,
all,hct116,all,cnn33,pos6_RRBS,.,0.0036975054536014,0.982053518295288,
all,hct116,all,cnn33,pos5_RRBS,.,0.0036952204536646,0.9737446308135986,
all,hct116,all,cnn33,pos11_RRBS,.,0.0036910600028932,0.9476919770240784,
all,hct116,all,cnn33,pos18_RRBS,.,0.0036893419455736,0.9399791955947876,
all,hct116,all,cnn33,pos15_RRBS,.,0.003682094393298,0.9540886878967284,
all,hct116,all,cnn33,pos9_RRBS,.,0.0036783663090318,0.9612603187561036,
all,hct116,all,cnn33,pos16_RRBS,.,0.003672195598483,0.9626832604408264,
all,hct116,all,cnn33,pos12_RRBS,.,0.0036687937099486,0.976250946521759,
all,hct116,all,cnn33,pos8_RRBS,.,0.0036618504673242,0.9864066243171692,
all,hct116,all,cnn33,pos10_RRBS,.,0.0036587829235941,0.9771275520324708,
all,hct116,all,cnn33,pos14_RRBS,.,0.0036402309779077,0.9843644499778748,
all,hct116,all,cnn33,pos4_RRBS,.,0.0036188033409416,1.0248173475265503,
all,hct116,all,cnn33,pos23_CTCF,.,0.0035616543609648,0.9700248837471008,
all,hct116,all,cnn33,pos1_Dnase,.,0.0031849902588874,1.0473750829696655,
all,hct116,all,cnn33,pos20_RRBS,.,0.0029323743656277,0.8059502243995667,
all,hct116,all,cnn33,pos3_CTCF,.,0.0029185060411691,0.9540409445762634,
all,hct116,all,cnn33,pos3_RRBS,.,0.0028091226704418,0.979196846485138,
all,hct116,all,cnn33,pos4_Dnase,.,0.0027305691037327,1.1563698053359983,
all,hct116,all,cnn33,pos21_RRBS,.,0.0026627937331795,0.8252436518669128,
all,hct116,all,cnn33,pos5_Dnase,.,0.0023398685734719,1.0514912605285645,
all,hct116,all,cnn33,pos6_Dnase,.,0.0023319234605878,1.0498483180999756,
all,hct116,all,cnn33,pos7_Dnase,.,0.0023318396415561,1.0486990213394165,
all,hct116,all,cnn33,pos8_Dnase,.,0.0023274209816008,1.0528205633163452,
all,hct116,all,cnn33,pos14_Dnase,.,0.0023274072445929,1.048582911491394,
all,hct116,all,cnn33,pos12_Dnase,.,0.0023273518308997,1.043995022773743,
all,hct116,all,cnn33,pos13_Dnase,.,0.0023247222416102,1.0460143089294434,
all,hct116,all,cnn33,pos11_Dnase,.,0.0023225410841405,1.0494648218154907,
all,hct116,all,cnn33,pos10_Dnase,.,0.0023211291991174,1.0445998907089231,
all,hct116,all,cnn33,pos18_Dnase,.,0.0023210579529404,1.0481328964233398,
all,hct116,all,cnn33,pos9_Dnase,.,0.0023197375703603,1.048809051513672,
all,hct116,all,cnn33,pos19_Dnase,.,0.0023165647871792,1.0411561727523804,
all,hct116,all,cnn33,pos15_Dnase,.,0.0023153712972998,1.0483943223953247,
all,hct116,all,cnn33,pos16_Dnase,.,0.0023106820881366,1.039023995399475,
all,hct116,all,cnn33,pos17_Dnase,.,0.0023041614331305,1.0455601215362549,
all,hct116,all,cnn33,pos4_CTCF,.,0.002190571045503,0.8191977739334106,
all,hct116,all,cnn33,pos20_Dnase,.,0.0020086746662855,1.0991636514663696,
all,hct116,all,cnn33,pos21_Dnase,.,0.0019121676450595,1.042395830154419,
all,hct116,all,cnn33,pos2_Dnase,.,0.0011250270763412,0.8856110572814941,
all,hct116,all,cnn53,pos18_C,*,0.0198466312140226,1.2480121850967407,
all,hct116,all,cnn53,pos20_G,*,0.0149137806147336,1.3377387523651123,
all,hct116,all,cnn53,pos23_H3K4me3,*,0.0024657801259309,1.409055233001709,
all,hct116,all,cnn53,pos22_H3K4me3,*,0.0018761230167001,1.5124778747558594,
all,hct116,all,cnn53,pos5_CTCF,*,0.0017559863626956,1.608304738998413,
all,hct116,all,cnn53,pos6_CTCF,*,0.0017450384330004,1.6152087450027466,
all,hct116,all,cnn53,pos7_CTCF,*,0.0017437117639929,1.6279866695404053,
all,hct116,all,cnn53,pos8_CTCF,*,0.0017410648288205,1.6278190612792969,
all,hct116,all,cnn53,pos9_CTCF,*,0.0017362562939524,1.6282728910446167,
all,hct116,all,cnn53,pos13_CTCF,*,0.0017342285718768,1.624666452407837,
all,hct116,all,cnn53,pos10_CTCF,*,0.0017323762876912,1.6211024522781372,
all,hct116,all,cnn53,pos12_CTCF,*,0.001731734839268,1.6216377019882202,
all,hct116,all,cnn53,pos15_CTCF,*,0.0017297216691076,1.608063578605652,
all,hct116,all,cnn53,pos11_CTCF,*,0.0017292471602559,1.631139874458313,
all,hct116,all,cnn53,pos14_CTCF,*,0.0017290874384343,1.621247410774231,
all,hct116,all,cnn53,pos17_CTCF,*,0.0017237588763237,1.5730297565460205,
all,hct116,all,cnn53,pos16_CTCF,*,0.0017207025084644,1.5942305326461792,
all,hct116,all,cnn53,pos18_CTCF,*,0.001717779203318,1.5492420196533203,
all,hct116,all,cnn53,pos19_CTCF,*,0.0017174903769046,1.5252025127410889,
all,hct116,all,cnn53,pos2_H3K4me3,*,0.0015651752473786,1.4775205850601196,
all,hct116,all,cnn53,pos4_CTCF,*,0.0015275375917553,1.5121698379516602,
all,hct116,all,cnn53,pos20_CTCF,*,0.0013923527440056,1.4306832551956177,
all,hct116,all,cnn53,pos21_RRBS,*,0.0013104669051244,1.2139776945114136,
all,hct116,all,cnn53,pos2_CTCF,*,0.0011257665464654,1.219255447387695,
all,hct116,all,cnn53,pos20_Dnase,*,0.0011043974664062,1.4506359100341797,
all,hct116,all,cnn53,pos4_Dnase,*,0.0010141595266759,1.551180720329285,
all,hct116,all,cnn53,pos18_Dnase,*,0.0010096882469952,1.493846416473389,
all,hct116,all,cnn53,pos13_Dnase,*,0.0010091866133734,1.5278502702713013,
all,hct116,all,cnn53,pos12_Dnase,*,0.0010086453985422,1.5564558506011963,
all,hct116,all,cnn53,pos17_Dnase,*,0.0010081521468237,1.514668107032776,
all,hct116,all,cnn53,pos5_Dnase,*,0.0010078935883939,1.5551716089248655,
all,hct116,all,cnn53,pos16_Dnase,*,0.0010072552831843,1.5173958539962769,
all,hct116,all,cnn53,pos19_Dnase,*,0.0010072498116642,1.4969630241394043,
all,hct116,all,cnn53,pos14_Dnase,*,0.0010060541098937,1.5213857889175415,
all,hct116,all,cnn53,pos15_Dnase,*,0.0010055091697722,1.5141372680664062,
all,hct116,all,cnn53,pos6_Dnase,*,0.0010052768047899,1.5547925233840942,
all,hct116,all,cnn53,pos7_Dnase,*,0.0010050438577309,1.559317946434021,
all,hct116,all,cnn53,pos8_Dnase,*,0.0010045644594356,1.5553332567214966,
all,hct116,all,cnn53,pos11_Dnase,*,0.0010041907662525,1.5566842555999756,
all,hct116,all,cnn53,pos10_Dnase,*,0.0010024397633969,1.549748420715332,
all,hct116,all,cnn53,pos9_Dnase,*,0.0010017089080065,1.548418641090393,
all,hct116,all,cnn53,pos2_Dnase,*,0.0009628136176615,1.680845856666565,
all,hct116,all,cnn53,pos22_Dnase,*,0.0008943221182562,1.3106203079223633,
all,hct116,all,cnn53,pos22_RRBS,*,0.0008218868169933,1.6224539279937744,
all,hct116,all,cnn53,pos1_CTCF,*,0.0005612737732008,1.374324083328247,
all,hct116,all,cnn53,pos23_RRBS,*,0.0004532152088358,1.4180432558059692,
all,hct116,all,cnn53,pos18_A,.,0.0154829751700162,1.1540244817733765,
all,hct116,all,cnn53,pos19_C,.,0.015145537443459,1.0644880533218384,
all,hct116,all,cnn53,pos20_T,.,0.0144703285768628,1.0417689085006714,
all,hct116,all,cnn53,pos17_C,.,0.0129944365471601,1.055091142654419,
all,hct116,all,cnn53,pos19_T,.,0.0126908514648675,0.9839916825294496,
all,hct116,all,cnn53,pos22_C,.,0.0119236884638667,1.004844069480896,
all,hct116,all,cnn53,pos19_A,.,0.0117885582149028,0.9984185695648192,
all,hct116,all,cnn53,pos2_T,.,0.011239031329751,1.1216970682144165,
all,hct116,all,cnn53,pos18_T,.,0.0110253412276506,0.965764582157135,
all,hct116,all,cnn53,pos16_C,.,0.0107183419167995,0.9809880256652832,
all,hct116,all,cnn53,pos4_T,.,0.0100713828578591,1.013570785522461,
all,hct116,all,cnn53,pos17_T,.,0.0095242783427238,0.901910662651062,
all,hct116,all,cnn53,pos15_C,.,0.0092687392607331,0.9476536512374878,
all,hct116,all,cnn53,pos5_T,.,0.0091713713482022,0.9842239022254944,
all,hct116,all,cnn53,pos20_C,.,0.0091496091336011,0.9543946385383606,
all,hct116,all,cnn53,pos23_G,.,0.0090498831123113,1.0259981155395508,
all,hct116,all,cnn53,pos14_C,.,0.008838664740324,0.9416835308074952,
all,hct116,all,cnn53,pos3_C,.,0.0086964862421154,0.9099401235580444,
all,hct116,all,cnn53,pos13_C,.,0.0084379613399505,0.952976644039154,
all,hct116,all,cnn53,pos21_C,.,0.0083779860287904,0.9703341126441956,
all,hct116,all,cnn53,pos10_C,.,0.0083622112870216,0.94538676738739,
all,hct116,all,cnn53,pos12_C,.,0.0082869101315736,0.9782021045684814,
all,hct116,all,cnn53,pos9_C,.,0.0080609759315848,0.9427312612533568,
all,hct116,all,cnn53,pos8_T,.,0.0080118402838706,0.9354429841041564,
all,hct116,all,cnn53,pos6_T,.,0.0080043878406286,0.9557263255119324,
all,hct116,all,cnn53,pos11_C,.,0.0079879947006702,0.947398602962494,
all,hct116,all,cnn53,pos17_A,.,0.0079775620251894,0.949468731880188,
all,hct116,all,cnn53,pos1_G,.,0.0079524181783199,1.073381781578064,
all,hct116,all,cnn53,pos8_C,.,0.0079226698726415,0.9460963606834412,
all,hct116,all,cnn53,pos7_T,.,0.0078918058425188,0.9531040191650392,
all,hct116,all,cnn53,pos7_C,.,0.0078619765117764,0.9242962002754213,
all,hct116,all,cnn53,pos11_T,.,0.0078595001250505,0.9530035257339478,
all,hct116,all,cnn53,pos2_A,.,0.0077901254408061,0.9421237707138062,
all,hct116,all,cnn53,pos10_T,.,0.0077022006735205,0.9491726756095886,
all,hct116,all,cnn53,pos23_C,.,0.0076955878175795,0.9843319058418274,
all,hct116,all,cnn53,pos9_T,.,0.0076670600101351,0.9448032379150392,
all,hct116,all,cnn53,pos16_T,.,0.0076381894759833,0.912173628807068,
all,hct116,all,cnn53,pos15_T,.,0.0076316422782838,0.9517019391059875,
all,hct116,all,cnn53,pos12_T,.,0.0075769471004605,0.9520726799964904,
all,hct116,all,cnn53,pos1_C,.,0.0075568398460745,1.0539766550064087,
all,hct116,all,cnn53,pos21_G,.,0.0074606388807296,1.007841944694519,
all,hct116,all,cnn53,pos16_G,.,0.0074603646062314,0.8523830771446228,
all,hct116,all,cnn53,pos13_T,.,0.0074519934132695,0.9737703800201416,
all,hct116,all,cnn53,pos6_C,.,0.0074253575876355,0.9376810193061828,
all,hct116,all,cnn53,pos22_G,.,0.0074044507928192,1.0146164894104004,
all,hct116,all,cnn53,pos23_T,.,0.0073885289020836,1.0030701160430908,
all,hct116,all,cnn53,pos18_G,.,0.0073252520523965,0.8950174450874329,
all,hct116,all,cnn53,pos21_T,.,0.0072674215771257,0.9345601797103882,
all,hct116,all,cnn53,pos5_C,.,0.0072579500265419,0.9137362837791444,
all,hct116,all,cnn53,pos12_A,.,0.0071986708790063,0.9446082711219788,
all,hct116,all,cnn53,pos14_T,.,0.0071695293299853,0.9407878518104552,
all,hct116,all,cnn53,pos19_G,.,0.0071676764637231,1.0021151304244995,
all,hct116,all,cnn53,pos8_A,.,0.0071605476550757,0.9426130056381226,
all,hct116,all,cnn53,pos10_A,.,0.0071413978002965,0.9498097896575928,
all,hct116,all,cnn53,pos3_T,.,0.0070951916277408,0.9593262076377868,
all,hct116,all,cnn53,pos11_A,.,0.0070834211073815,0.9317328929901124,
all,hct116,all,cnn53,pos1_T,.,0.0070753069594502,0.9508433938026428,
all,hct116,all,cnn53,pos9_A,.,0.007028579711914,0.923114538192749,
all,hct116,all,cnn53,pos16_A,.,0.0069695333950221,0.9258931875228882,
all,hct116,all,cnn53,pos6_A,.,0.0069668311625719,0.9512184262275696,
all,hct116,all,cnn53,pos5_A,.,0.0069476524367928,0.9331130981445312,
all,hct116,all,cnn53,pos2_G,.,0.0069194985553622,1.0444177389144895,
all,hct116,all,cnn53,pos7_A,.,0.0069167916662991,0.9270950555801392,
all,hct116,all,cnn53,pos3_A,.,0.0069166915491223,0.9350934624671936,
all,hct116,all,cnn53,pos13_A,.,0.0069162938743829,0.92184978723526,
all,hct116,all,cnn53,pos15_A,.,0.0068692821078002,0.9427444934844972,
all,hct116,all,cnn53,pos17_G,.,0.0067805768921971,0.850892186164856,
all,hct116,all,cnn53,pos4_C,.,0.0067656356841325,0.9147606492042542,
all,hct116,all,cnn53,pos6_G,.,0.0067193862050771,0.9369087815284728,
all,hct116,all,cnn53,pos8_G,.,0.0066858790814876,0.9215304851531982,
all,hct116,all,cnn53,pos14_A,.,0.006677143741399,0.9129772186279296,
all,hct116,all,cnn53,pos5_G,.,0.0066388552077114,0.9007998704910278,
all,hct116,all,cnn53,pos7_G,.,0.0066046761348843,0.9390215873718262,
all,hct116,all,cnn53,pos9_G,.,0.0065941722132265,0.9293282628059388,
all,hct116,all,cnn53,pos4_A,.,0.0065646502189338,0.9368972182273864,
all,hct116,all,cnn53,pos14_G,.,0.0065072481520473,0.9014772772789,
all,hct116,all,cnn53,pos15_G,.,0.0064811683259904,0.8595641851425171,
all,hct116,all,cnn53,pos11_G,.,0.0064591215923428,0.927727222442627,
all,hct116,all,cnn53,pos10_G,.,0.0064563327468931,0.9524196982383728,
all,hct116,all,cnn53,pos12_G,.,0.0064449380151927,0.9373725652694702,
all,hct116,all,cnn53,pos22_T,.,0.006390347611159,0.9937719702720642,
all,hct116,all,cnn53,pos13_G,.,0.0062571261078119,0.9262437224388124,
all,hct116,all,cnn53,pos4_G,.,0.0062428857199847,0.9557023644447328,
all,hct116,all,cnn53,pos1_A,.,0.0062123513780534,0.9181045889854432,
all,hct116,all,cnn53,pos20_A,.,0.0058092437684535,0.950969934463501,
all,hct116,all,cnn53,pos23_A,.,0.005737162195146,0.94291353225708,
all,hct116,all,cnn53,pos3_G,.,0.0056040217168629,0.9589694738388062,
all,hct116,all,cnn53,pos2_C,.,0.0053887725807726,0.913662850856781,
all,hct116,all,cnn53,pos22_A,.,0.0049772220663726,0.9669220447540284,
all,hct116,all,cnn53,pos21_A,.,0.0044946088455617,0.902434468269348,
all,hct116,all,cnn53,pos5_RRBS,.,0.0020688720978796,1.160514235496521,
all,hct116,all,cnn53,pos8_RRBS,.,0.0020663044415414,1.1512681245803833,
all,hct116,all,cnn53,pos6_RRBS,.,0.0020646918565034,1.155146598815918,
all,hct116,all,cnn53,pos10_RRBS,.,0.0020636897534132,1.1516016721725464,
all,hct116,all,cnn53,pos12_RRBS,.,0.0020621407311409,1.1513550281524658,
all,hct116,all,cnn53,pos9_RRBS,.,0.0020620159339159,1.1517317295074463,
all,hct116,all,cnn53,pos7_RRBS,.,0.0020610853098332,1.1516567468643188,
all,hct116,all,cnn53,pos11_RRBS,.,0.0020597267430275,1.1507811546325684,
all,hct116,all,cnn53,pos14_RRBS,.,0.0020572950597852,1.1527317762374878,
all,hct116,all,cnn53,pos13_RRBS,.,0.0020560170523822,1.1494499444961548,
all,hct116,all,cnn53,pos15_RRBS,.,0.0020412420853972,1.147465705871582,
all,hct116,all,cnn53,pos16_RRBS,.,0.0020385356619954,1.1479153633117676,
all,hct116,all,cnn53,pos17_RRBS,.,0.0020298971794545,1.1454434394836426,
all,hct116,all,cnn53,pos18_RRBS,.,0.0020271849352866,1.151340365409851,
all,hct116,all,cnn53,pos19_RRBS,.,0.0020136705134063,1.1459039449691772,
all,hct116,all,cnn53,pos3_RRBS,.,0.0019456717418506,1.169194221496582,
all,hct116,all,cnn53,pos4_RRBS,.,0.0018398443935438,1.1603645086288452,
all,hct116,all,cnn53,pos20_RRBS,.,0.0018011756474152,1.1662381887435913,
all,hct116,all,cnn53,pos2_RRBS,.,0.0016273654764518,1.161379098892212,
all,hct116,all,cnn53,pos23_CTCF,.,0.0013172798790037,1.1378501653671265,
all,hct116,all,cnn53,pos1_RRBS,.,0.0011678723385557,1.1350713968276978,
all,hct116,all,cnn53,pos21_H3K4me3,.,0.0011124109150841,1.031590461730957,
all,hct116,all,cnn53,pos3_CTCF,.,0.0010828567901626,1.1754436492919922,
all,hct116,all,cnn53,pos20_H3K4me3,.,0.0009490926750004,0.8802425861358643,
all,hct116,all,cnn53,pos4_H3K4me3,.,0.0009487934294156,0.9481984972953796,
all,hct116,all,cnn53,pos19_H3K4me3,.,0.0009478153660893,0.9078601598739624,
all,hct116,all,cnn53,pos18_H3K4me3,.,0.0009304172126576,0.9258471727371216,
all,hct116,all,cnn53,pos17_H3K4me3,.,0.000923543004319,0.9427172541618348,
all,hct116,all,cnn53,pos5_H3K4me3,.,0.000918342731893,0.926594376564026,
all,hct116,all,cnn53,pos6_H3K4me3,.,0.0009133529965765,0.940062403678894,
all,hct116,all,cnn53,pos22_CTCF,.,0.0009119421592913,0.8997810482978821,
all,hct116,all,cnn53,pos16_H3K4me3,.,0.0009096933645196,0.968231737613678,
all,hct116,all,cnn53,pos7_H3K4me3,.,0.0009084727498702,0.940073549747467,
